,91.0,92.0,93.0,94.0,95.0,96.0,97.0,98.0,99.0,100.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0,50.0,51.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0,60.0,61.0,62.0,63.0,64.0,65.0,66.0,67.0,68.0,69.0,70.0,71.0,72.0,73.0,74.0,75.0,76.0,77.0,78.0,79.0,80.0,81.0,82.0,83.0,84.0,85.0,86.0,87.0,88.0,89.0,90.0
0,28694330.0,24254244.0,37495452.0,35933216.0,21234560.0,34527092.0,25879624.0,13807483.0,39964524.0,13552164.0,26867530.0,15074411.0,17961088.0,19651784.0,16733946.0,21291830.0,12664274.0,12073796.0,19316740.0,12253640.0,20553856.0,35105488.0,17136716.0,16769381.0,38390880.0,31401624.0,28515658.0,19893076.0,27606354.0,28623182.0,11632319.0,33288282.0,12489590.0,35123752.0,16915766.0,16256711.0,13031957.0,18279800.0,26929556.0,34114020.0,16817474.0,24997374.0,23252420.0,18807442.0,17302104.0,21055936.0,20410116.0,31481520.0,14271724.0,23505576.0,17643302.0,26701576.0,12242830.0,17743644.0,14348042.0,21494154.0,27306100.0,18882478.0,30595686.0,13398184.0,41698056.0,12050637.0,16292970.0,16914900.0,28227632.0,30178394.0,15448314.0,15458568.0,19628992.0,20670542.0,32525918.0,12329342.0,29177956.0,17383326.0,32828878.0,17540320.0,14219290.0,21315980.0,24836452.0,16037394.0,29424426.0,22374438.0,38242812.0,15154242.0,30374910.0,13102789.0,30923054.0,30519646.0,10789623.0,24718920.0,24303334.0,13198705.0,21618426.0,13175074.0,13124912.0,13321234.0,14301083.0,32664928.0,17472434.0,28130746.0
1,13403199.0,11907178.0,13682276.0,8437300.0,19537794.0,9473265.0,24826638.0,8177328.5,17153638.0,13054129.0,11530914.0,12815764.0,8691307.0,11778577.0,15011691.0,14425243.0,7301793.0,11271677.0,19202904.0,8036494.0,13251597.0,16587079.0,10005545.0,8369566.0,8608136.0,23546802.0,9773544.0,9059325.0,18848612.0,14426750.0,11632319.0,6917817.5,9989762.0,8620471.0,10316775.0,8643157.0,12442816.0,9784304.0,16116798.0,11178783.0,9613138.0,10940229.0,12866886.0,9739498.0,10076930.0,12934486.0,9453124.0,8065089.5,14271724.0,8980098.0,17643302.0,13774844.0,9956317.0,10085189.0,9286835.0,11000085.0,13851630.0,15622405.0,10973816.0,9989467.0,14467352.0,8958393.0,13287944.0,9427279.0,28227632.0,13266107.0,7489382.5,12287214.0,19628992.0,7222460.0,9456806.0,7628509.0,11639105.0,13989851.0,14396822.0,17509150.0,14219290.0,21315980.0,24678680.0,7489620.0,8856614.0,11634997.0,6849820.5,12759008.0,16274786.0,10248496.0,11572212.0,28998278.0,10789623.0,13211713.0,9859507.0,8439101.0,6132836.0,10488793.0,13124912.0,11148888.0,12924380.0,12913194.0,6840329.0,11017321.0
2,12679061.0,11907178.0,8059950.5,7348009.0,6988804.5,9473265.0,8936355.0,7612061.0,6493633.5,8370441.5,10150536.0,7526178.0,7257118.0,6112848.0,8926247.0,13069741.0,5371230.5,7038430.0,6417220.0,6349462.0,9496217.0,9951277.0,5639369.0,7622185.0,8150949.5,11564126.0,9773544.0,5222926.5,7664375.5,9836104.0,5447193.0,6917817.5,9215946.0,5763057.0,6287102.0,8643157.0,7734135.0,9054479.0,6824859.5,9009815.0,9613138.0,5762469.0,10605529.0,6629510.5,7818166.0,5901638.0,8912193.0,7169853.0,6988712.0,8603917.0,5971761.5,8290027.5,9705304.0,4320037.0,8443966.0,8827468.0,13851630.0,6685662.0,5750635.5,6683472.5,6470509.0,8633508.0,4370137.0,7486069.0,4566357.0,10286502.0,7284320.5,7132078.5,7436279.5,6672480.5,6891942.5,6698507.0,8567302.0,8891577.0,6986883.0,8539136.0,4887281.5,6076702.5,9081860.0,6900113.0,6878221.0,11634997.0,6371746.0,7967733.0,13140703.0,8458573.0,10225831.0,6311838.0,7977413.5,6697289.0,9859507.0,5616114.0,6132836.0,8510332.0,13124912.0,9986260.0,8983992.0,10491234.0,4161557.5,5226128.0
3,3763249.0,5141854.0,5280960.5,5533172.0,3289307.0,7280517.5,6519380.0,6515037.0,4872143.5,4744120.5,5825508.0,5395476.0,3872843.0,3639904.0,5867533.0,5571772.0,4845133.0,3616628.25,6417220.0,5364747.5,4652150.5,6423565.0,3842770.25,5354178.0,8150949.5,7865226.0,5838623.5,4581022.5,5073717.5,4269327.0,5447193.0,4202083.5,6983489.0,3404355.75,4809869.5,4602381.0,4985399.0,3955316.25,4023937.5,8718073.0,6208004.0,4627246.0,6445429.5,6629510.5,3315863.75,5223637.5,4757787.0,4552860.0,5876217.5,6455344.5,4617472.0,5959424.0,4514379.5,3860449.0,5569659.5,4089283.75,5108299.0,4936748.0,5370126.0,5407981.5,4336456.0,8633508.0,3533641.5,5973485.5,4538612.0,5079919.0,6074571.5,4906024.5,7225494.0,5483897.5,6743671.0,6665781.5,4139042.5,4747982.0,4249612.0,6286624.0,4029098.5,4340719.0,9081860.0,5815809.5,4585300.0,11634997.0,4709736.0,5867324.0,7867396.0,4022012.0,5996901.0,5920859.5,4308223.0,4454410.0,9859507.0,4904403.5,3730732.5,8147510.0,5264355.0,5442589.0,4381693.0,7127584.0,4161557.5,4988795.0
4,3101387.5,5141854.0,4855554.5,5533172.0,3067516.5,4619496.0,4086553.5,4825570.0,2505482.75,3579865.0,2500433.75,5395476.0,3872843.0,3158074.0,5358803.0,4078568.5,4625754.5,2957294.75,3688883.25,3598622.0,2986156.75,4174501.0,3842770.25,4479970.5,3412075.25,3822418.0,3062085.0,2210683.75,5073717.5,4269327.0,3465503.5,3273562.0,3909791.0,2425951.5,3157015.5,4324946.0,4985399.0,3879802.25,2288683.0,4905146.5,5183835.0,3637022.75,5134777.5,6629510.5,3315863.75,4052057.0,4755523.5,3221955.5,5195209.5,4382936.0,4617472.0,3841501.25,4503118.5,3765887.25,3046178.5,3820866.5,3055717.0,2800702.75,2666171.5,3472910.5,3917065.0,3232739.75,2896278.5,3162720.0,3365761.25,3934451.0,3028199.0,3219164.75,3190649.0,5483897.5,5372536.5,3734561.75,3334122.75,4617597.5,3168268.0,3557318.0,2153160.5,3099673.0,2703414.5,5295694.0,4480207.5,3899109.25,3521420.5,5029013.0,6823103.0,3147007.5,3240259.25,4313102.5,3130334.5,3682065.5,6784388.0,2785301.0,2657440.25,8147510.0,3704325.5,2201474.5,3984622.75,5611014.5,3447407.5,2989051.25
5,2623489.75,1704803.75,4848897.5,5404451.5,1652213.125,4517420.0,2402139.25,2720005.25,2145314.25,3370588.5,1667784.375,4349167.5,3286938.75,2348626.0,3942949.5,4078568.5,2949499.5,2957294.75,3688883.25,3385980.5,2681082.25,3237026.25,2386222.0,2197544.75,3412075.25,3822418.0,1782476.375,1628313.0,3081302.0,3165847.25,3260506.25,2992329.5,2839708.5,2425951.5,2773048.0,3094574.5,3405816.25,3161875.25,1700411.75,2615463.0,3116846.75,3382377.0,4360327.0,2925962.0,3315863.75,3286447.75,4755523.5,2970057.5,3892318.0,3529575.0,3869994.0,1666336.875,4503118.5,3379705.5,3046178.5,2585528.0,1635407.25,2800702.75,2096436.125,2683378.0,2566571.75,2278953.75,2168907.0,3162720.0,3365761.25,2950500.0,2419121.5,2342670.5,2601733.25,3687571.5,3878178.0,3165191.5,3334122.75,2633977.0,1892795.375,1812739.375,2153160.5,2141494.25,2192005.5,4457491.5,3293530.25,2951146.0,2939450.5,3187379.0,2486869.5,2349012.0,3240259.25,2971338.5,1885155.625,2752419.75,2963219.0,1978952.75,2480463.25,2380084.0,3005998.0,2169860.75,2606820.25,2749588.0,3447407.5,1950307.75
6,2105526.25,1704803.75,1856012.5,3659904.25,1512454.125,3880735.5,1503830.875,2466762.25,1534735.875,1858468.75,1667784.375,2969044.0,1797845.25,1837633.5,2593572.25,2661526.0,2154675.75,1401780.875,2674941.5,1855521.5,1547781.5,2359675.0,2009090.125,1701999.625,1494577.0,2935811.0,1712269.125,1138482.125,2339635.75,2351101.0,1510629.375,1559219.25,1944685.375,1813485.375,1235136.0,2835246.0,2199012.5,2258337.75,1508174.625,2041581.25,2253653.25,1945982.625,3445113.0,2823245.5,1809286.5,2083202.0,2393560.5,1650077.0,2371854.0,2386737.75,2931489.25,1666336.875,2452035.25,1939603.625,1329712.0,2330563.75,1080283.875,2116793.25,1424696.875,1642323.5,1797099.625,1366510.25,1135806.125,1403262.0,1298386.625,2950500.0,2079070.875,1655288.375,1924332.0,2718155.5,1732314.5,2757948.0,1523773.0,2199688.5,1858191.75,1532931.75,1620362.875,2003463.625,2116185.25,2663098.75,2496000.25,1557821.625,1945335.125,3187379.0,2084670.625,1313002.875,1311434.5,1379898.25,1781419.125,2141022.5,1682911.625,1784104.75,2480463.25,1958815.375,1823887.875,1479559.5,1698761.375,1316823.5,3272800.75,1632355.125
7,924362.0625,1038949.125,1519643.875,1858937.375,1353560.125,2850997.25,1454025.375,1894977.375,1190144.0,1270304.0,1537578.125,1854193.75,1076137.375,1120970.75,1225921.0,1670342.0,1224972.25,658181.625,1957413.75,1770982.5,1269972.75,1697586.375,1631756.625,1358539.0,1395748.625,1653834.125,1609583.875,676648.6875,1635237.25,1773108.0,1043556.8125,731303.625,1274679.875,1813485.375,1235136.0,2835246.0,1733602.875,1102592.625,1037890.6875,1413596.25,1929903.625,1687125.875,1232240.125,1731110.0,669707.8125,1001411.4375,1657215.5,1242974.625,1712352.0,1404134.375,2931489.25,1302723.375,1798356.0,1777865.5,1045832.6875,2091162.25,930321.875,1044063.1875,852919.5625,1441966.875,1475604.75,1361219.25,770654.125,831420.5625,1298386.625,765142.125,1070142.5,742517.3125,1063967.25,1561468.0,1335295.25,1753062.875,1523773.0,913388.0625,1051356.875,1270804.25,1195660.375,1983851.0,1284554.625,2108109.25,2114133.0,882936.5625,1301415.375,1702492.125,2010453.25,919602.5625,875012.5,1264015.375,1131941.0,1144060.0,1329575.75,903375.1875,1882716.25,1447997.25,1647523.25,914671.0625,1443611.25,1303496.75,1113100.125,1016753.9375
8,630270.0,671952.5,971012.1875,1225719.125,534497.4375,2460112.5,1124202.625,1010567.4375,1190144.0,1081072.75,544220.9375,1576328.375,847098.625,1081350.375,1030769.875,814482.625,1151500.875,541695.875,1027179.25,909734.625,900152.375,1152957.625,860311.0,747059.5,766288.3125,835226.6875,1169776.0,546704.8125,1591836.875,1433545.5,647701.0,731303.625,603338.375,1059043.875,642100.25,1689104.625,770345.0,824892.3125,794855.5625,1061465.375,1130292.375,1069413.625,1060488.375,1510077.25,556770.875,942745.0625,1168910.375,890507.1875,1089049.5,763125.875,1101997.875,1103104.75,1485706.375,1506020.75,675174.8125,1381363.0,605652.9375,1044063.1875,661677.625,1305951.625,801633.0,1335903.625,551695.25,611031.75,472432.09375,709377.0625,629662.1875,576584.25,782578.625,991055.75,839348.125,938520.9375,1340379.0,813102.75,881890.5,719250.6875,757270.375,1157931.875,1011112.75,1325935.75,2101388.5,882936.5625,747072.875,877436.5625,1356262.125,886080.25,780867.4375,787775.4375,744974.625,747626.375,1264646.25,743799.4375,1107493.375,907760.6875,836635.625,749401.0,1021497.75,1303496.75,688654.9375,835279.125
