,Run,Gen,PC,Score,Score4
0,71.0,1.0,0.0,0.89,0.995
1,71.0,1.0,1.0,0.594,0.735
2,71.0,1.0,2.0,0.586,0.585
3,71.0,2.0,0.0,0.858,0.99
4,71.0,2.0,1.0,0.602,0.72
5,71.0,2.0,2.0,0.618,0.605
6,71.0,3.0,0.0,0.754,0.885
7,71.0,3.0,1.0,0.582,0.63
8,71.0,3.0,2.0,0.614,0.61
9,71.0,4.0,0.0,0.702,0.815
10,71.0,4.0,1.0,0.582,0.65
11,71.0,4.0,2.0,0.586,0.665
12,71.0,5.0,0.0,0.684,0.745
13,71.0,5.0,1.0,0.568,0.655
14,71.0,5.0,2.0,0.524,0.61
15,71.0,6.0,0.0,0.63,0.7
16,71.0,6.0,1.0,0.622,0.66
17,71.0,6.0,2.0,0.578,0.65
18,71.0,7.0,0.0,0.612,0.63
19,71.0,7.0,1.0,0.64,0.665
20,71.0,7.0,2.0,0.564,0.675
21,71.0,8.0,0.0,0.634,0.64
22,71.0,8.0,1.0,0.614,0.725
23,71.0,8.0,2.0,0.574,0.655
24,71.0,9.0,0.0,0.58,0.6
25,71.0,9.0,1.0,0.632,0.675
26,71.0,9.0,2.0,0.616,0.695
27,71.0,10.0,0.0,0.572,0.62
28,71.0,10.0,1.0,0.636,0.695
29,71.0,10.0,2.0,0.592,0.64
30,71.0,11.0,0.0,0.61,0.625
31,71.0,11.0,1.0,0.634,0.645
32,71.0,11.0,2.0,0.586,0.66
33,71.0,12.0,0.0,0.582,0.635
34,71.0,12.0,1.0,0.662,0.73
35,71.0,12.0,2.0,0.586,0.695
36,71.0,13.0,0.0,0.586,0.615
37,71.0,13.0,1.0,0.646,0.695
38,71.0,13.0,2.0,0.586,0.675
39,71.0,14.0,0.0,0.612,0.665
40,71.0,14.0,1.0,0.628,0.71
41,71.0,14.0,2.0,0.608,0.685
42,71.0,15.0,0.0,0.63,0.68
43,71.0,15.0,1.0,0.622,0.69
44,71.0,15.0,2.0,0.538,0.685
45,71.0,16.0,0.0,0.636,0.665
46,71.0,16.0,1.0,0.58,0.67
47,71.0,16.0,2.0,0.548,0.67
48,71.0,17.0,0.0,0.63,0.635
49,71.0,17.0,1.0,0.61,0.725
50,71.0,17.0,2.0,0.526,0.65
51,71.0,18.0,0.0,0.622,0.63
52,71.0,18.0,1.0,0.61,0.73
53,71.0,18.0,2.0,0.566,0.665
54,71.0,19.0,0.0,0.626,0.67
55,71.0,19.0,1.0,0.602,0.66
56,71.0,19.0,2.0,0.554,0.635
57,71.0,20.0,0.0,0.642,0.69
58,71.0,20.0,1.0,0.606,0.725
59,71.0,20.0,2.0,0.558,0.655
60,71.0,21.0,0.0,0.65,0.74
61,71.0,21.0,1.0,0.618,0.785
62,71.0,21.0,2.0,0.57,0.655
63,71.0,22.0,0.0,0.644,0.72
64,71.0,22.0,1.0,0.644,0.805
65,71.0,22.0,2.0,0.596,0.7
66,71.0,23.0,0.0,0.618,0.665
67,71.0,23.0,1.0,0.666,0.82
68,71.0,23.0,2.0,0.566,0.71
69,71.0,24.0,0.0,0.63,0.65
70,71.0,24.0,1.0,0.67,0.755
71,71.0,24.0,2.0,0.546,0.62
72,71.0,25.0,0.0,0.634,0.66
73,71.0,25.0,1.0,0.662,0.79
74,71.0,25.0,2.0,0.542,0.66
75,71.0,26.0,0.0,0.64,0.665
76,71.0,26.0,1.0,0.668,0.79
77,71.0,26.0,2.0,0.504,0.64
78,71.0,27.0,0.0,0.606,0.615
79,71.0,27.0,1.0,0.702,0.83
80,71.0,27.0,2.0,0.578,0.71
81,71.0,28.0,0.0,0.574,0.575
82,71.0,28.0,1.0,0.77,0.88
83,71.0,28.0,2.0,0.546,0.59
84,71.0,29.0,0.0,0.584,0.575
85,71.0,29.0,1.0,0.76,0.855
86,71.0,29.0,2.0,0.56,0.57
87,71.0,30.0,0.0,0.586,0.64
88,71.0,30.0,1.0,0.734,0.885
89,71.0,30.0,2.0,0.554,0.55
90,71.0,31.0,0.0,0.602,0.67
91,71.0,31.0,1.0,0.734,0.91
92,71.0,31.0,2.0,0.57,0.61
93,71.0,32.0,0.0,0.604,0.64
94,71.0,32.0,1.0,0.736,0.915
95,71.0,32.0,2.0,0.556,0.62
96,71.0,33.0,0.0,0.584,0.65
97,71.0,33.0,1.0,0.776,0.975
98,71.0,33.0,2.0,0.564,0.58
99,71.0,34.0,0.0,0.592,0.66
100,71.0,34.0,1.0,0.78,0.975
101,71.0,34.0,2.0,0.556,0.575
102,71.0,35.0,0.0,0.608,0.7
103,71.0,35.0,1.0,0.768,0.975
104,71.0,35.0,2.0,0.564,0.6
105,71.0,36.0,0.0,0.626,0.715
106,71.0,36.0,1.0,0.762,0.985
107,71.0,36.0,2.0,0.562,0.58
108,71.0,37.0,0.0,0.624,0.73
109,71.0,37.0,1.0,0.764,0.99
110,71.0,37.0,2.0,0.56,0.585
111,71.0,38.0,0.0,0.626,0.735
112,71.0,38.0,1.0,0.77,1.0
113,71.0,38.0,2.0,0.55,0.57
114,71.0,39.0,0.0,0.612,0.74
115,71.0,39.0,1.0,0.78,1.0
116,71.0,39.0,2.0,0.564,0.53
117,71.0,40.0,0.0,0.64,0.75
118,71.0,40.0,1.0,0.76,1.0
119,71.0,40.0,2.0,0.556,0.57
120,71.0,41.0,0.0,0.622,0.75
121,71.0,41.0,1.0,0.778,1.0
122,71.0,41.0,2.0,0.554,0.555
123,71.0,42.0,0.0,0.616,0.75
124,71.0,42.0,1.0,0.784,1.0
125,71.0,42.0,2.0,0.56,0.54
