,Run,Gen,PC,Score,Score4
0,91.0,1.0,0.0,0.662,0.735
1,91.0,1.0,1.0,0.61,0.67
2,91.0,1.0,2.0,0.582,0.68
3,91.0,2.0,0.0,0.67,0.74
4,91.0,2.0,1.0,0.586,0.685
5,91.0,2.0,2.0,0.598,0.665
6,91.0,3.0,0.0,0.662,0.705
7,91.0,3.0,1.0,0.622,0.715
8,91.0,3.0,2.0,0.594,0.685
9,91.0,4.0,0.0,0.658,0.695
10,91.0,4.0,1.0,0.646,0.75
11,91.0,4.0,2.0,0.606,0.71
12,91.0,5.0,0.0,0.656,0.725
13,91.0,5.0,1.0,0.632,0.745
14,91.0,5.0,2.0,0.612,0.69
15,91.0,6.0,0.0,0.646,0.7
16,91.0,6.0,1.0,0.614,0.73
17,91.0,6.0,2.0,0.634,0.74
18,91.0,7.0,0.0,0.632,0.7
19,91.0,7.0,1.0,0.608,0.72
20,91.0,7.0,2.0,0.612,0.705
21,91.0,8.0,0.0,0.622,0.66
22,91.0,8.0,1.0,0.606,0.71
23,91.0,8.0,2.0,0.614,0.7
24,91.0,9.0,0.0,0.594,0.605
25,91.0,9.0,1.0,0.602,0.715
26,91.0,9.0,2.0,0.614,0.72
27,91.0,10.0,0.0,0.57,0.615
28,91.0,10.0,1.0,0.614,0.725
29,91.0,10.0,2.0,0.602,0.71
30,91.0,11.0,0.0,0.582,0.665
31,91.0,11.0,1.0,0.622,0.745
32,91.0,11.0,2.0,0.614,0.7
33,91.0,12.0,0.0,0.578,0.65
34,91.0,12.0,1.0,0.622,0.755
35,91.0,12.0,2.0,0.59,0.685
36,91.0,13.0,0.0,0.574,0.625
37,91.0,13.0,1.0,0.618,0.755
38,91.0,13.0,2.0,0.622,0.705
39,91.0,14.0,0.0,0.578,0.655
40,91.0,14.0,1.0,0.614,0.775
41,91.0,14.0,2.0,0.602,0.69
42,91.0,15.0,0.0,0.588,0.635
43,91.0,15.0,1.0,0.636,0.79
44,91.0,15.0,2.0,0.58,0.645
45,91.0,16.0,0.0,0.594,0.635
46,91.0,16.0,1.0,0.646,0.795
47,91.0,16.0,2.0,0.574,0.63
48,91.0,17.0,0.0,0.604,0.64
49,91.0,17.0,1.0,0.64,0.775
50,91.0,17.0,2.0,0.584,0.64
51,91.0,18.0,0.0,0.604,0.66
52,91.0,18.0,1.0,0.636,0.79
53,91.0,18.0,2.0,0.592,0.665
54,91.0,19.0,0.0,0.606,0.65
55,91.0,19.0,1.0,0.626,0.775
56,91.0,19.0,2.0,0.61,0.69
57,91.0,20.0,0.0,0.616,0.625
58,91.0,20.0,1.0,0.628,0.78
59,91.0,20.0,2.0,0.628,0.71
60,91.0,21.0,0.0,0.612,0.6
61,91.0,21.0,1.0,0.628,0.785
62,91.0,21.0,2.0,0.62,0.685
63,91.0,22.0,0.0,0.618,0.62
64,91.0,22.0,1.0,0.618,0.77
65,91.0,22.0,2.0,0.606,0.66
66,91.0,23.0,0.0,0.618,0.645
67,91.0,23.0,1.0,0.614,0.765
68,91.0,23.0,2.0,0.614,0.675
69,91.0,24.0,0.0,0.612,0.625
70,91.0,24.0,1.0,0.62,0.77
71,91.0,24.0,2.0,0.588,0.655
72,91.0,25.0,0.0,0.604,0.63
73,91.0,25.0,1.0,0.608,0.74
74,91.0,25.0,2.0,0.592,0.66
75,91.0,26.0,0.0,0.622,0.685
76,91.0,26.0,1.0,0.602,0.72
77,91.0,26.0,2.0,0.574,0.63
78,91.0,27.0,0.0,0.602,0.65
79,91.0,27.0,1.0,0.61,0.72
80,91.0,27.0,2.0,0.578,0.63
81,91.0,28.0,0.0,0.598,0.64
82,91.0,28.0,1.0,0.63,0.745
83,91.0,28.0,2.0,0.566,0.605
84,91.0,29.0,0.0,0.594,0.645
85,91.0,29.0,1.0,0.614,0.745
86,91.0,29.0,2.0,0.562,0.605
87,91.0,30.0,0.0,0.596,0.64
88,91.0,30.0,1.0,0.6,0.73
89,91.0,30.0,2.0,0.56,0.62
90,91.0,31.0,0.0,0.592,0.64
91,91.0,31.0,1.0,0.6,0.705
92,91.0,31.0,2.0,0.564,0.62
93,91.0,32.0,0.0,0.6,0.62
94,91.0,32.0,1.0,0.584,0.685
95,91.0,32.0,2.0,0.588,0.655
96,91.0,33.0,0.0,0.602,0.605
97,91.0,33.0,1.0,0.586,0.7
98,91.0,33.0,2.0,0.586,0.645
99,91.0,34.0,0.0,0.596,0.59
100,91.0,34.0,1.0,0.616,0.735
101,91.0,34.0,2.0,0.592,0.65
102,91.0,35.0,0.0,0.586,0.58
