,Run,Gen,PC,Score,Score4
0,31.0,1.0,0.0,0.576,0.725
1,31.0,1.0,1.0,0.82,0.915
2,31.0,1.0,2.0,0.748,0.625
3,31.0,2.0,0.0,0.568,0.72
4,31.0,2.0,1.0,0.776,0.88
5,31.0,2.0,2.0,0.76,0.665
6,31.0,3.0,0.0,0.58,0.795
7,31.0,3.0,1.0,0.716,0.825
8,31.0,3.0,2.0,0.672,0.67
9,31.0,4.0,0.0,0.582,0.8
10,31.0,4.0,1.0,0.706,0.86
11,31.0,4.0,2.0,0.622,0.66
12,31.0,5.0,0.0,0.586,0.805
13,31.0,5.0,1.0,0.682,0.785
14,31.0,5.0,2.0,0.622,0.705
15,31.0,6.0,0.0,0.67,0.885
16,31.0,6.0,1.0,0.626,0.71
17,31.0,6.0,2.0,0.526,0.615
18,31.0,7.0,0.0,0.652,0.93
19,31.0,7.0,1.0,0.62,0.74
20,31.0,7.0,2.0,0.568,0.57
21,31.0,8.0,0.0,0.696,0.925
22,31.0,8.0,1.0,0.592,0.655
23,31.0,8.0,2.0,0.556,0.66
24,31.0,9.0,0.0,0.734,0.93
25,31.0,9.0,1.0,0.594,0.64
26,31.0,9.0,2.0,0.562,0.62
27,31.0,10.0,0.0,0.738,0.915
28,31.0,10.0,1.0,0.626,0.66
29,31.0,10.0,2.0,0.53,0.635
30,31.0,11.0,0.0,0.728,0.96
31,31.0,11.0,1.0,0.604,0.68
32,31.0,11.0,2.0,0.596,0.685
33,31.0,12.0,0.0,0.748,0.975
34,31.0,12.0,1.0,0.592,0.64
35,31.0,12.0,2.0,0.564,0.62
36,31.0,13.0,0.0,0.742,0.975
37,31.0,13.0,1.0,0.598,0.695
38,31.0,13.0,2.0,0.586,0.65
39,31.0,14.0,0.0,0.8,0.99
40,31.0,14.0,1.0,0.616,0.785
41,31.0,14.0,2.0,0.584,0.64
42,31.0,15.0,0.0,0.812,0.99
43,31.0,15.0,1.0,0.568,0.74
44,31.0,15.0,2.0,0.556,0.625
45,31.0,16.0,0.0,0.806,0.985
46,31.0,16.0,1.0,0.57,0.765
47,31.0,16.0,2.0,0.546,0.615
48,31.0,17.0,0.0,0.79,0.98
49,31.0,17.0,1.0,0.602,0.85
50,31.0,17.0,2.0,0.538,0.635
51,31.0,18.0,0.0,0.776,0.95
52,31.0,18.0,1.0,0.592,0.76
53,31.0,18.0,2.0,0.544,0.615
54,31.0,19.0,0.0,0.808,0.99
55,31.0,19.0,1.0,0.612,0.82
56,31.0,19.0,2.0,0.56,0.605
57,31.0,20.0,0.0,0.768,0.965
58,31.0,20.0,1.0,0.616,0.815
59,31.0,20.0,2.0,0.58,0.66
60,31.0,21.0,0.0,0.816,0.985
61,31.0,21.0,1.0,0.604,0.815
62,31.0,21.0,2.0,0.556,0.62
63,31.0,22.0,0.0,0.76,0.965
64,31.0,22.0,1.0,0.588,0.81
65,31.0,22.0,2.0,0.584,0.7
66,31.0,23.0,0.0,0.732,0.89
67,31.0,23.0,1.0,0.56,0.765
68,31.0,23.0,2.0,0.556,0.63
69,31.0,24.0,0.0,0.73,0.975
70,31.0,24.0,1.0,0.594,0.75
71,31.0,24.0,2.0,0.57,0.665
72,31.0,25.0,0.0,0.734,0.98
73,31.0,25.0,1.0,0.622,0.795
74,31.0,25.0,2.0,0.582,0.68
75,31.0,26.0,0.0,0.706,0.94
76,31.0,26.0,1.0,0.658,0.84
77,31.0,26.0,2.0,0.546,0.61
78,31.0,27.0,0.0,0.646,0.885
79,31.0,27.0,1.0,0.658,0.785
80,31.0,27.0,2.0,0.554,0.63
81,31.0,28.0,0.0,0.658,0.88
82,31.0,28.0,1.0,0.602,0.73
83,31.0,28.0,2.0,0.566,0.67
84,31.0,29.0,0.0,0.646,0.89
85,31.0,29.0,1.0,0.59,0.74
86,31.0,29.0,2.0,0.582,0.7
87,31.0,30.0,0.0,0.634,0.83
88,31.0,30.0,1.0,0.602,0.73
89,31.0,30.0,2.0,0.554,0.64
90,31.0,31.0,0.0,0.682,0.905
91,31.0,31.0,1.0,0.63,0.795
92,31.0,31.0,2.0,0.578,0.66
93,31.0,32.0,0.0,0.698,0.925
94,31.0,32.0,1.0,0.69,0.875
95,31.0,32.0,2.0,0.562,0.645
96,31.0,33.0,0.0,0.702,0.945
97,31.0,33.0,1.0,0.682,0.865
98,31.0,33.0,2.0,0.57,0.65
99,31.0,34.0,0.0,0.734,0.99
100,31.0,34.0,1.0,0.682,0.895
101,31.0,34.0,2.0,0.566,0.67
102,31.0,35.0,0.0,0.678,0.9
103,31.0,35.0,1.0,0.666,0.84
104,31.0,35.0,2.0,0.61,0.745
105,31.0,36.0,0.0,0.704,0.89
106,31.0,36.0,1.0,0.676,0.82
107,31.0,36.0,2.0,0.564,0.61
108,31.0,37.0,0.0,0.766,0.97
109,31.0,37.0,1.0,0.69,0.945
110,31.0,37.0,2.0,0.55,0.595
111,31.0,38.0,0.0,0.682,0.875
112,31.0,38.0,1.0,0.674,0.845
113,31.0,38.0,2.0,0.582,0.615
114,31.0,39.0,0.0,0.684,0.92
115,31.0,39.0,1.0,0.668,0.835
116,31.0,39.0,2.0,0.568,0.625
117,31.0,40.0,0.0,0.698,0.865
118,31.0,40.0,1.0,0.646,0.84
119,31.0,40.0,2.0,0.554,0.61
120,31.0,41.0,0.0,0.706,0.9
121,31.0,41.0,1.0,0.686,0.905
122,31.0,41.0,2.0,0.558,0.6
123,31.0,42.0,0.0,0.7,0.9
124,31.0,42.0,1.0,0.7,0.89
125,31.0,42.0,2.0,0.536,0.55
126,31.0,43.0,0.0,0.688,0.845
127,31.0,43.0,1.0,0.7,0.86
128,31.0,43.0,2.0,0.532,0.555
129,31.0,44.0,0.0,0.708,0.905
130,31.0,44.0,1.0,0.736,0.93
131,31.0,44.0,2.0,0.54,0.59
132,31.0,45.0,0.0,0.698,0.88
133,31.0,45.0,1.0,0.71,0.87
134,31.0,45.0,2.0,0.562,0.61
135,31.0,46.0,0.0,0.686,0.87
136,31.0,46.0,1.0,0.742,0.915
137,31.0,46.0,2.0,0.566,0.615
138,31.0,47.0,0.0,0.668,0.815
139,31.0,47.0,1.0,0.748,0.92
140,31.0,47.0,2.0,0.564,0.62
141,31.0,48.0,0.0,0.676,0.85
142,31.0,48.0,1.0,0.788,0.96
143,31.0,48.0,2.0,0.548,0.595
144,31.0,49.0,0.0,0.628,0.73
145,31.0,49.0,1.0,0.796,0.965
146,31.0,49.0,2.0,0.532,0.555
147,31.0,50.0,0.0,0.604,0.73
148,31.0,50.0,1.0,0.816,0.97
149,31.0,50.0,2.0,0.528,0.58
150,31.0,51.0,0.0,0.612,0.715
151,31.0,51.0,1.0,0.804,0.93
152,31.0,51.0,2.0,0.508,0.525
153,31.0,52.0,0.0,0.574,0.645
154,31.0,52.0,1.0,0.874,0.93
155,31.0,52.0,2.0,0.486,0.535
156,31.0,53.0,0.0,0.574,0.625
157,31.0,53.0,1.0,0.87,0.93
158,31.0,53.0,2.0,0.502,0.56
159,31.0,54.0,0.0,0.56,0.6
160,31.0,54.0,1.0,0.888,0.9
161,31.0,54.0,2.0,0.5,0.52
162,31.0,55.0,0.0,0.606,0.655
163,31.0,55.0,1.0,0.822,0.86
164,31.0,55.0,2.0,0.546,0.585
165,31.0,56.0,0.0,0.614,0.62
166,31.0,56.0,1.0,0.858,0.835
167,31.0,56.0,2.0,0.57,0.575
168,31.0,57.0,0.0,0.592,0.605
169,31.0,57.0,1.0,0.896,0.88
170,31.0,57.0,2.0,0.548,0.53
171,31.0,58.0,0.0,0.614,0.68
172,31.0,58.0,1.0,0.854,0.87
173,31.0,58.0,2.0,0.514,0.555
174,31.0,59.0,0.0,0.618,0.705
175,31.0,59.0,1.0,0.858,0.875
176,31.0,59.0,2.0,0.598,0.56
177,31.0,60.0,0.0,0.664,0.775
178,31.0,60.0,1.0,0.776,0.785
179,31.0,60.0,2.0,0.568,0.575
180,31.0,61.0,0.0,0.712,0.83
181,31.0,61.0,1.0,0.708,0.7
182,31.0,61.0,2.0,0.608,0.6
183,31.0,62.0,0.0,0.738,0.89
184,31.0,62.0,1.0,0.67,0.7
185,31.0,62.0,2.0,0.578,0.65
186,31.0,63.0,0.0,0.682,0.85
187,31.0,63.0,1.0,0.702,0.775
188,31.0,63.0,2.0,0.57,0.64
189,31.0,64.0,0.0,0.734,0.93
190,31.0,64.0,1.0,0.682,0.76
191,31.0,64.0,2.0,0.566,0.62
192,31.0,65.0,0.0,0.722,0.935
193,31.0,65.0,1.0,0.686,0.76
194,31.0,65.0,2.0,0.582,0.66
195,31.0,66.0,0.0,0.706,0.91
196,31.0,66.0,1.0,0.75,0.845
197,31.0,66.0,2.0,0.522,0.585
198,31.0,67.0,0.0,0.768,0.975
199,31.0,67.0,1.0,0.684,0.75
200,31.0,67.0,2.0,0.54,0.58
201,31.0,68.0,0.0,0.728,0.965
202,31.0,68.0,1.0,0.692,0.81
203,31.0,68.0,2.0,0.528,0.605
204,31.0,69.0,0.0,0.718,0.98
205,31.0,69.0,1.0,0.71,0.845
206,31.0,69.0,2.0,0.546,0.61
207,31.0,70.0,0.0,0.768,0.995
208,31.0,70.0,1.0,0.692,0.775
209,31.0,70.0,2.0,0.652,0.645
210,31.0,71.0,0.0,0.766,1.0
211,31.0,71.0,1.0,0.686,0.77
