,Run,Gen,PC,Score,Score4
0,91.0,1.0,0.0,0.584,0.645
1,91.0,1.0,1.0,0.628,0.71
2,91.0,1.0,2.0,0.608,0.65
3,91.0,2.0,0.0,0.592,0.63
4,91.0,2.0,1.0,0.656,0.75
5,91.0,2.0,2.0,0.604,0.635
6,91.0,3.0,0.0,0.62,0.675
7,91.0,3.0,1.0,0.652,0.745
8,91.0,3.0,2.0,0.576,0.66
9,91.0,4.0,0.0,0.624,0.695
10,91.0,4.0,1.0,0.66,0.735
11,91.0,4.0,2.0,0.548,0.645
12,91.0,5.0,0.0,0.636,0.7
13,91.0,5.0,1.0,0.652,0.715
14,91.0,5.0,2.0,0.548,0.615
15,91.0,6.0,0.0,0.664,0.74
16,91.0,6.0,1.0,0.68,0.745
17,91.0,6.0,2.0,0.548,0.62
18,91.0,7.0,0.0,0.702,0.83
19,91.0,7.0,1.0,0.69,0.765
20,91.0,7.0,2.0,0.538,0.62
21,91.0,8.0,0.0,0.722,0.79
22,91.0,8.0,1.0,0.654,0.735
23,91.0,8.0,2.0,0.562,0.6
24,91.0,9.0,0.0,0.772,0.865
25,91.0,9.0,1.0,0.632,0.695
26,91.0,9.0,2.0,0.536,0.545
27,91.0,10.0,0.0,0.832,0.94
28,91.0,10.0,1.0,0.608,0.64
29,91.0,10.0,2.0,0.516,0.47
30,91.0,11.0,0.0,0.924,0.96
31,91.0,11.0,1.0,0.54,0.56
32,91.0,11.0,2.0,0.512,0.35
33,91.0,12.0,0.0,0.926,0.945
34,91.0,12.0,1.0,0.538,0.56
35,91.0,12.0,2.0,0.518,0.36
36,91.0,13.0,0.0,0.96,0.945
37,91.0,13.0,1.0,0.504,0.515
38,91.0,13.0,2.0,0.52,0.32
39,91.0,14.0,0.0,0.96,0.945
40,91.0,14.0,1.0,0.504,0.515
41,91.0,14.0,2.0,0.52,0.32
42,91.0,15.0,0.0,0.944,0.925
43,91.0,15.0,1.0,0.504,0.525
44,91.0,15.0,2.0,0.536,0.35
45,91.0,16.0,0.0,0.928,0.905
46,91.0,16.0,1.0,0.504,0.535
47,91.0,16.0,2.0,0.552,0.38
48,91.0,17.0,0.0,0.92,0.895
49,91.0,17.0,1.0,0.504,0.54
50,91.0,17.0,2.0,0.56,0.395
51,91.0,18.0,0.0,0.936,0.92
52,91.0,18.0,1.0,0.5,0.54
53,91.0,18.0,2.0,0.564,0.39
54,91.0,19.0,0.0,0.896,0.87
55,91.0,19.0,1.0,0.5,0.565
56,91.0,19.0,2.0,0.604,0.455
57,91.0,20.0,0.0,0.872,0.84
58,91.0,20.0,1.0,0.5,0.58
59,91.0,20.0,2.0,0.628,0.5
60,91.0,21.0,0.0,0.824,0.78
61,91.0,21.0,1.0,0.5,0.61
62,91.0,21.0,2.0,0.676,0.59
63,91.0,22.0,0.0,0.704,0.63
64,91.0,22.0,1.0,0.5,0.685
65,91.0,22.0,2.0,0.796,0.805
66,91.0,23.0,0.0,0.608,0.51
67,91.0,23.0,1.0,0.5,0.745
68,91.0,23.0,2.0,0.892,0.985
69,91.0,24.0,0.0,0.6,0.5
70,91.0,24.0,1.0,0.5,0.75
71,91.0,24.0,2.0,0.9,1.0
72,91.0,25.0,0.0,0.6,0.5
73,91.0,25.0,1.0,0.5,0.75
74,91.0,25.0,2.0,0.9,1.0
75,91.0,26.0,0.0,0.6,0.5
76,91.0,26.0,1.0,0.5,0.75
77,91.0,26.0,2.0,0.9,1.0
78,91.0,27.0,0.0,0.6,0.5
79,91.0,27.0,1.0,0.5,0.75
80,91.0,27.0,2.0,0.9,1.0
81,91.0,28.0,0.0,0.6,0.5
82,91.0,28.0,1.0,0.5,0.75
83,91.0,28.0,2.0,0.9,1.0
84,91.0,29.0,0.0,0.6,0.5
85,91.0,29.0,1.0,0.5,0.75
86,91.0,29.0,2.0,0.9,1.0
87,91.0,30.0,0.0,0.6,0.5
88,91.0,30.0,1.0,0.5,0.75
89,91.0,30.0,2.0,0.9,1.0
90,91.0,31.0,0.0,0.6,0.5
91,91.0,31.0,1.0,0.5,0.75
92,91.0,31.0,2.0,0.9,1.0
93,91.0,32.0,0.0,0.6,0.5
94,91.0,32.0,1.0,0.5,0.75
95,91.0,32.0,2.0,0.9,1.0
96,91.0,33.0,0.0,0.6,0.5
97,91.0,33.0,1.0,0.5,0.75
98,91.0,33.0,2.0,0.9,1.0
99,91.0,34.0,0.0,0.6,0.5
100,91.0,34.0,1.0,0.5,0.75
101,91.0,34.0,2.0,0.9,1.0
102,91.0,35.0,0.0,0.6,0.5
103,91.0,35.0,1.0,0.5,0.75
104,91.0,35.0,2.0,0.9,1.0
105,91.0,36.0,0.0,0.6,0.5
106,91.0,36.0,1.0,0.5,0.75
107,91.0,36.0,2.0,0.9,1.0
108,91.0,37.0,0.0,0.6,0.5
109,91.0,37.0,1.0,0.5,0.75
110,91.0,37.0,2.0,0.9,1.0
111,91.0,38.0,0.0,0.6,0.5
112,91.0,38.0,1.0,0.5,0.75
113,91.0,38.0,2.0,0.9,1.0
114,91.0,39.0,0.0,0.6,0.5
115,91.0,39.0,1.0,0.5,0.75
116,91.0,39.0,2.0,0.9,1.0
117,91.0,40.0,0.0,0.6,0.5
118,91.0,40.0,1.0,0.5,0.75
119,91.0,40.0,2.0,0.9,1.0
120,91.0,41.0,0.0,0.6,0.5
121,91.0,41.0,1.0,0.5,0.75
