,Run,Gen,PC,Score,Score4
0,91.0,1.0,0.0,0.73,0.825
1,91.0,1.0,1.0,0.594,0.62
2,91.0,1.0,2.0,0.63,0.735
3,91.0,2.0,0.0,0.746,0.835
4,91.0,2.0,1.0,0.582,0.7
5,91.0,2.0,2.0,0.61,0.685
6,91.0,3.0,0.0,0.708,0.77
7,91.0,3.0,1.0,0.624,0.695
8,91.0,3.0,2.0,0.596,0.665
9,91.0,4.0,0.0,0.654,0.735
10,91.0,4.0,1.0,0.694,0.815
11,91.0,4.0,2.0,0.598,0.675
12,91.0,5.0,0.0,0.596,0.68
13,91.0,5.0,1.0,0.796,0.99
14,91.0,5.0,2.0,0.62,0.64
15,91.0,6.0,0.0,0.584,0.715
16,91.0,6.0,1.0,0.784,0.975
17,91.0,6.0,2.0,0.596,0.615
18,91.0,7.0,0.0,0.592,0.675
19,91.0,7.0,1.0,0.772,0.965
20,91.0,7.0,2.0,0.58,0.6
21,91.0,8.0,0.0,0.57,0.59
22,91.0,8.0,1.0,0.782,0.95
23,91.0,8.0,2.0,0.61,0.58
24,91.0,9.0,0.0,0.592,0.615
25,91.0,9.0,1.0,0.768,0.92
26,91.0,9.0,2.0,0.584,0.575
27,91.0,10.0,0.0,0.638,0.675
28,91.0,10.0,1.0,0.726,0.86
29,91.0,10.0,2.0,0.514,0.59
30,91.0,11.0,0.0,0.662,0.665
31,91.0,11.0,1.0,0.71,0.845
32,91.0,11.0,2.0,0.506,0.605
33,91.0,12.0,0.0,0.696,0.7
34,91.0,12.0,1.0,0.684,0.815
35,91.0,12.0,2.0,0.544,0.625
36,91.0,13.0,0.0,0.704,0.715
37,91.0,13.0,1.0,0.672,0.785
38,91.0,13.0,2.0,0.568,0.66
39,91.0,14.0,0.0,0.752,0.82
40,91.0,14.0,1.0,0.644,0.74
41,91.0,14.0,2.0,0.592,0.68
42,91.0,15.0,0.0,0.776,0.855
43,91.0,15.0,1.0,0.612,0.7
44,91.0,15.0,2.0,0.572,0.68
