,Run,Gen,PC,Score,Score4
0,11.0,1.0,0.0,0.9,1.0
1,11.0,1.0,1.0,0.596,0.615
2,11.0,1.0,2.0,0.54,0.57
3,11.0,2.0,0.0,0.85,0.995
4,11.0,2.0,1.0,0.574,0.635
5,11.0,2.0,2.0,0.578,0.59
6,11.0,3.0,0.0,0.814,0.97
7,11.0,3.0,1.0,0.534,0.6
8,11.0,3.0,2.0,0.622,0.66
9,11.0,4.0,0.0,0.728,0.905
10,11.0,4.0,1.0,0.564,0.67
11,11.0,4.0,2.0,0.64,0.645
12,11.0,5.0,0.0,0.716,0.84
13,11.0,5.0,1.0,0.548,0.625
14,11.0,5.0,2.0,0.608,0.64
15,11.0,6.0,0.0,0.676,0.725
16,11.0,6.0,1.0,0.596,0.67
17,11.0,6.0,2.0,0.612,0.715
18,11.0,7.0,0.0,0.608,0.66
19,11.0,7.0,1.0,0.576,0.62
20,11.0,7.0,2.0,0.576,0.645
21,11.0,8.0,0.0,0.622,0.62
22,11.0,8.0,1.0,0.598,0.675
23,11.0,8.0,2.0,0.562,0.65
24,11.0,9.0,0.0,0.656,0.67
25,11.0,9.0,1.0,0.628,0.695
26,11.0,9.0,2.0,0.56,0.625
27,11.0,10.0,0.0,0.572,0.595
28,11.0,10.0,1.0,0.576,0.62
29,11.0,10.0,2.0,0.608,0.705
30,11.0,11.0,0.0,0.576,0.525
31,11.0,11.0,1.0,0.612,0.705
32,11.0,11.0,2.0,0.584,0.66
33,11.0,12.0,0.0,0.588,0.59
34,11.0,12.0,1.0,0.624,0.685
35,11.0,12.0,2.0,0.568,0.695
36,11.0,13.0,0.0,0.64,0.625
37,11.0,13.0,1.0,0.608,0.685
38,11.0,13.0,2.0,0.54,0.64
39,11.0,14.0,0.0,0.618,0.65
40,11.0,14.0,1.0,0.566,0.62
41,11.0,14.0,2.0,0.57,0.68
42,11.0,15.0,0.0,0.614,0.635
43,11.0,15.0,1.0,0.618,0.68
44,11.0,15.0,2.0,0.574,0.685
45,11.0,16.0,0.0,0.608,0.625
46,11.0,16.0,1.0,0.612,0.685
47,11.0,16.0,2.0,0.548,0.645
48,11.0,17.0,0.0,0.606,0.63
49,11.0,17.0,1.0,0.598,0.665
50,11.0,17.0,2.0,0.582,0.665
51,11.0,18.0,0.0,0.608,0.66
52,11.0,18.0,1.0,0.576,0.655
53,11.0,18.0,2.0,0.564,0.615
54,11.0,19.0,0.0,0.61,0.63
55,11.0,19.0,1.0,0.63,0.655
56,11.0,19.0,2.0,0.598,0.64
57,11.0,20.0,0.0,0.612,0.68
58,11.0,20.0,1.0,0.596,0.68
59,11.0,20.0,2.0,0.552,0.67
60,11.0,21.0,0.0,0.602,0.6
61,11.0,21.0,1.0,0.578,0.655
62,11.0,21.0,2.0,0.606,0.665
63,11.0,22.0,0.0,0.602,0.57
64,11.0,22.0,1.0,0.614,0.69
65,11.0,22.0,2.0,0.594,0.64
66,11.0,23.0,0.0,0.642,0.645
67,11.0,23.0,1.0,0.622,0.665
68,11.0,23.0,2.0,0.542,0.655
69,11.0,24.0,0.0,0.65,0.655
70,11.0,24.0,1.0,0.578,0.625
71,11.0,24.0,2.0,0.55,0.695
72,11.0,25.0,0.0,0.64,0.66
73,11.0,25.0,1.0,0.564,0.6
74,11.0,25.0,2.0,0.548,0.66
75,11.0,26.0,0.0,0.68,0.725
76,11.0,26.0,1.0,0.608,0.68
77,11.0,26.0,2.0,0.504,0.665
78,11.0,27.0,0.0,0.632,0.68
79,11.0,27.0,1.0,0.612,0.67
80,11.0,27.0,2.0,0.548,0.645
81,11.0,28.0,0.0,0.638,0.725
82,11.0,28.0,1.0,0.562,0.625
83,11.0,28.0,2.0,0.53,0.595
84,11.0,29.0,0.0,0.606,0.705
85,11.0,29.0,1.0,0.614,0.7
86,11.0,29.0,2.0,0.558,0.655
87,11.0,30.0,0.0,0.604,0.635
88,11.0,30.0,1.0,0.636,0.7
89,11.0,30.0,2.0,0.58,0.665
90,11.0,31.0,0.0,0.618,0.595
91,11.0,31.0,1.0,0.634,0.685
92,11.0,31.0,2.0,0.498,0.63
93,11.0,32.0,0.0,0.634,0.625
94,11.0,32.0,1.0,0.65,0.71
95,11.0,32.0,2.0,0.466,0.635
96,11.0,33.0,0.0,0.616,0.65
97,11.0,33.0,1.0,0.648,0.715
98,11.0,33.0,2.0,0.448,0.605
99,11.0,34.0,0.0,0.61,0.65
100,11.0,34.0,1.0,0.694,0.78
101,11.0,34.0,2.0,0.47,0.625
102,11.0,35.0,0.0,0.61,0.65
103,11.0,35.0,1.0,0.678,0.74
104,11.0,35.0,2.0,0.502,0.645
105,11.0,36.0,0.0,0.556,0.61
106,11.0,36.0,1.0,0.708,0.81
107,11.0,36.0,2.0,0.424,0.605
108,11.0,37.0,0.0,0.592,0.6
109,11.0,37.0,1.0,0.652,0.735
110,11.0,37.0,2.0,0.46,0.655
111,11.0,38.0,0.0,0.604,0.71
112,11.0,38.0,1.0,0.664,0.725
113,11.0,38.0,2.0,0.52,0.65
114,11.0,39.0,0.0,0.62,0.68
115,11.0,39.0,1.0,0.704,0.805
116,11.0,39.0,2.0,0.508,0.59
117,11.0,40.0,0.0,0.63,0.725
118,11.0,40.0,1.0,0.642,0.69
119,11.0,40.0,2.0,0.53,0.67
120,11.0,41.0,0.0,0.612,0.625
121,11.0,41.0,1.0,0.672,0.72
122,11.0,41.0,2.0,0.516,0.645
123,11.0,42.0,0.0,0.626,0.715
