,Run,Gen,PC,Score,Score4
0,91.0,1.0,0.0,0.644,0.74
1,91.0,1.0,1.0,0.628,0.71
2,91.0,1.0,2.0,0.596,0.66
3,91.0,2.0,0.0,0.628,0.67
4,91.0,2.0,1.0,0.62,0.68
5,91.0,2.0,2.0,0.612,0.695
6,91.0,3.0,0.0,0.65,0.695
7,91.0,3.0,1.0,0.642,0.675
8,91.0,3.0,2.0,0.614,0.635
9,91.0,4.0,0.0,0.64,0.67
10,91.0,4.0,1.0,0.68,0.685
11,91.0,4.0,2.0,0.664,0.58
12,91.0,5.0,0.0,0.604,0.645
13,91.0,5.0,1.0,0.756,0.825
14,91.0,5.0,2.0,0.692,0.565
15,91.0,6.0,0.0,0.59,0.605
16,91.0,6.0,1.0,0.778,0.935
17,91.0,6.0,2.0,0.686,0.555
18,91.0,7.0,0.0,0.602,0.57
19,91.0,7.0,1.0,0.738,0.935
20,91.0,7.0,2.0,0.622,0.585
21,91.0,8.0,0.0,0.626,0.64
22,91.0,8.0,1.0,0.726,0.925
23,91.0,8.0,2.0,0.514,0.625
24,91.0,9.0,0.0,0.702,0.785
25,91.0,9.0,1.0,0.726,0.895
26,91.0,9.0,2.0,0.45,0.69
27,91.0,10.0,0.0,0.706,0.805
28,91.0,10.0,1.0,0.722,0.88
29,91.0,10.0,2.0,0.37,0.665
30,91.0,11.0,0.0,0.7,0.79
31,91.0,11.0,1.0,0.736,0.885
32,91.0,11.0,2.0,0.344,0.63
33,91.0,12.0,0.0,0.692,0.79
34,91.0,12.0,1.0,0.76,0.915
35,91.0,12.0,2.0,0.316,0.61
36,91.0,13.0,0.0,0.694,0.805
37,91.0,13.0,1.0,0.738,0.925
38,91.0,13.0,2.0,0.334,0.615
39,91.0,14.0,0.0,0.708,0.835
40,91.0,14.0,1.0,0.708,0.91
41,91.0,14.0,2.0,0.356,0.63
42,91.0,15.0,0.0,0.74,0.87
43,91.0,15.0,1.0,0.656,0.86
44,91.0,15.0,2.0,0.356,0.615
45,91.0,16.0,0.0,0.756,0.85
46,91.0,16.0,1.0,0.62,0.795
47,91.0,16.0,2.0,0.4,0.635
48,91.0,17.0,0.0,0.756,0.85
49,91.0,17.0,1.0,0.624,0.805
50,91.0,17.0,2.0,0.416,0.66
51,91.0,18.0,0.0,0.762,0.84
52,91.0,18.0,1.0,0.618,0.785
53,91.0,18.0,2.0,0.402,0.65
54,91.0,19.0,0.0,0.77,0.83
55,91.0,19.0,1.0,0.626,0.77
56,91.0,19.0,2.0,0.394,0.66
57,91.0,20.0,0.0,0.776,0.865
58,91.0,20.0,1.0,0.628,0.815
59,91.0,20.0,2.0,0.392,0.685
60,91.0,21.0,0.0,0.762,0.87
61,91.0,21.0,1.0,0.614,0.815
62,91.0,21.0,2.0,0.41,0.73
63,91.0,22.0,0.0,0.768,0.865
64,91.0,22.0,1.0,0.608,0.79
65,91.0,22.0,2.0,0.404,0.7
66,91.0,23.0,0.0,0.754,0.845
67,91.0,23.0,1.0,0.61,0.79
68,91.0,23.0,2.0,0.378,0.675
69,91.0,24.0,0.0,0.742,0.8
70,91.0,24.0,1.0,0.614,0.785
71,91.0,24.0,2.0,0.366,0.64
72,91.0,25.0,0.0,0.722,0.795
73,91.0,25.0,1.0,0.602,0.8
