,Run,Gen,PC,Score,Score4
0,91.0,1.0,0.0,0.614,0.67
1,91.0,1.0,1.0,0.606,0.685
2,91.0,1.0,2.0,0.59,0.62
3,91.0,2.0,0.0,0.658,0.745
4,91.0,2.0,1.0,0.614,0.68
5,91.0,2.0,2.0,0.598,0.61
6,91.0,3.0,0.0,0.65,0.745
7,91.0,3.0,1.0,0.614,0.685
8,91.0,3.0,2.0,0.598,0.63
9,91.0,4.0,0.0,0.648,0.75
10,91.0,4.0,1.0,0.604,0.68
11,91.0,4.0,2.0,0.604,0.635
12,91.0,5.0,0.0,0.654,0.74
13,91.0,5.0,1.0,0.622,0.675
14,91.0,5.0,2.0,0.61,0.655
15,91.0,6.0,0.0,0.658,0.76
16,91.0,6.0,1.0,0.622,0.68
17,91.0,6.0,2.0,0.614,0.665
18,91.0,7.0,0.0,0.658,0.765
19,91.0,7.0,1.0,0.63,0.695
20,91.0,7.0,2.0,0.614,0.665
21,91.0,8.0,0.0,0.656,0.75
22,91.0,8.0,1.0,0.616,0.69
23,91.0,8.0,2.0,0.608,0.665
24,91.0,9.0,0.0,0.642,0.735
25,91.0,9.0,1.0,0.622,0.68
26,91.0,9.0,2.0,0.61,0.655
27,91.0,10.0,0.0,0.632,0.745
28,91.0,10.0,1.0,0.628,0.685
29,91.0,10.0,2.0,0.596,0.64
30,91.0,11.0,0.0,0.636,0.74
31,91.0,11.0,1.0,0.636,0.685
32,91.0,11.0,2.0,0.604,0.65
33,91.0,12.0,0.0,0.632,0.72
34,91.0,12.0,1.0,0.632,0.68
35,91.0,12.0,2.0,0.596,0.63
36,91.0,13.0,0.0,0.632,0.73
37,91.0,13.0,1.0,0.636,0.67
38,91.0,13.0,2.0,0.6,0.625
39,91.0,14.0,0.0,0.632,0.735
40,91.0,14.0,1.0,0.628,0.675
41,91.0,14.0,2.0,0.6,0.625
42,91.0,15.0,0.0,0.642,0.735
43,91.0,15.0,1.0,0.618,0.67
44,91.0,15.0,2.0,0.598,0.635
45,91.0,16.0,0.0,0.652,0.74
46,91.0,16.0,1.0,0.624,0.68
47,91.0,16.0,2.0,0.596,0.63
48,91.0,17.0,0.0,0.66,0.745
49,91.0,17.0,1.0,0.62,0.68
50,91.0,17.0,2.0,0.592,0.64
51,91.0,18.0,0.0,0.66,0.745
52,91.0,18.0,1.0,0.62,0.69
53,91.0,18.0,2.0,0.588,0.635
54,91.0,19.0,0.0,0.66,0.745
55,91.0,19.0,1.0,0.62,0.69
56,91.0,19.0,2.0,0.588,0.635
57,91.0,20.0,0.0,0.658,0.735
58,91.0,20.0,1.0,0.622,0.69
59,91.0,20.0,2.0,0.594,0.63
60,91.0,21.0,0.0,0.66,0.74
61,91.0,21.0,1.0,0.62,0.705
62,91.0,21.0,2.0,0.584,0.615
63,91.0,22.0,0.0,0.66,0.75
64,91.0,22.0,1.0,0.624,0.705
65,91.0,22.0,2.0,0.588,0.62
66,91.0,23.0,0.0,0.664,0.755
67,91.0,23.0,1.0,0.628,0.71
68,91.0,23.0,2.0,0.584,0.61
69,91.0,24.0,0.0,0.664,0.76
70,91.0,24.0,1.0,0.632,0.715
71,91.0,24.0,2.0,0.58,0.605
72,91.0,25.0,0.0,0.664,0.76
73,91.0,25.0,1.0,0.632,0.715
74,91.0,25.0,2.0,0.58,0.605
75,91.0,26.0,0.0,0.682,0.79
