,Run,Gen,PC,Score,Score4
0,1.0,1.0,0.0,0.778,1.0
1,1.0,1.0,1.0,0.57,0.64
2,1.0,1.0,2.0,0.57,0.66
3,1.0,2.0,0.0,0.838,0.975
4,1.0,2.0,1.0,0.55,0.57
5,1.0,2.0,2.0,0.586,0.665
6,1.0,3.0,0.0,0.806,0.92
7,1.0,3.0,1.0,0.562,0.635
8,1.0,3.0,2.0,0.606,0.665
9,1.0,4.0,0.0,0.784,0.84
10,1.0,4.0,1.0,0.572,0.655
11,1.0,4.0,2.0,0.56,0.635
12,1.0,5.0,0.0,0.738,0.74
13,1.0,5.0,1.0,0.574,0.685
14,1.0,5.0,2.0,0.582,0.635
15,1.0,6.0,0.0,0.71,0.715
16,1.0,6.0,1.0,0.598,0.68
17,1.0,6.0,2.0,0.57,0.655
18,1.0,7.0,0.0,0.682,0.74
19,1.0,7.0,1.0,0.614,0.685
20,1.0,7.0,2.0,0.566,0.64
21,1.0,8.0,0.0,0.67,0.675
22,1.0,8.0,1.0,0.59,0.67
23,1.0,8.0,2.0,0.558,0.67
24,1.0,9.0,0.0,0.66,0.63
25,1.0,9.0,1.0,0.648,0.705
26,1.0,9.0,2.0,0.584,0.63
27,1.0,10.0,0.0,0.596,0.61
28,1.0,10.0,1.0,0.608,0.71
29,1.0,10.0,2.0,0.62,0.695
30,1.0,11.0,0.0,0.646,0.655
31,1.0,11.0,1.0,0.59,0.68
32,1.0,11.0,2.0,0.626,0.695
33,1.0,12.0,0.0,0.668,0.635
34,1.0,12.0,1.0,0.596,0.695
35,1.0,12.0,2.0,0.556,0.625
36,1.0,13.0,0.0,0.62,0.605
37,1.0,13.0,1.0,0.64,0.71
38,1.0,13.0,2.0,0.564,0.645
39,1.0,14.0,0.0,0.586,0.615
40,1.0,14.0,1.0,0.614,0.68
41,1.0,14.0,2.0,0.582,0.635
42,1.0,15.0,0.0,0.64,0.635
43,1.0,15.0,1.0,0.588,0.695
44,1.0,15.0,2.0,0.612,0.655
45,1.0,16.0,0.0,0.64,0.635
46,1.0,16.0,1.0,0.62,0.735
47,1.0,16.0,2.0,0.604,0.655
48,1.0,17.0,0.0,0.618,0.56
49,1.0,17.0,1.0,0.618,0.72
50,1.0,17.0,2.0,0.582,0.655
51,1.0,18.0,0.0,0.61,0.555
52,1.0,18.0,1.0,0.634,0.68
53,1.0,18.0,2.0,0.614,0.76
54,1.0,19.0,0.0,0.65,0.6
55,1.0,19.0,1.0,0.666,0.755
