,Run,Gen,PC,Score,Score4
0,91.0,1.0,0.0,0.688,0.82
1,91.0,1.0,1.0,0.688,0.695
2,91.0,1.0,2.0,0.572,0.645
3,91.0,2.0,0.0,0.698,0.815
4,91.0,2.0,1.0,0.642,0.685
5,91.0,2.0,2.0,0.598,0.665
6,91.0,3.0,0.0,0.712,0.78
7,91.0,3.0,1.0,0.62,0.705
8,91.0,3.0,2.0,0.6,0.625
9,91.0,4.0,0.0,0.694,0.805
10,91.0,4.0,1.0,0.618,0.755
11,91.0,4.0,2.0,0.594,0.65
12,91.0,5.0,0.0,0.706,0.825
13,91.0,5.0,1.0,0.59,0.805
14,91.0,5.0,2.0,0.582,0.63
15,91.0,6.0,0.0,0.724,0.855
16,91.0,6.0,1.0,0.56,0.82
17,91.0,6.0,2.0,0.572,0.64
18,91.0,7.0,0.0,0.694,0.845
19,91.0,7.0,1.0,0.55,0.77
20,91.0,7.0,2.0,0.59,0.695
21,91.0,8.0,0.0,0.616,0.785
22,91.0,8.0,1.0,0.536,0.705
23,91.0,8.0,2.0,0.592,0.73
24,91.0,9.0,0.0,0.574,0.715
25,91.0,9.0,1.0,0.566,0.63
26,91.0,9.0,2.0,0.626,0.82
27,91.0,10.0,0.0,0.558,0.7
28,91.0,10.0,1.0,0.598,0.58
29,91.0,10.0,2.0,0.554,0.82
30,91.0,11.0,0.0,0.55,0.71
31,91.0,11.0,1.0,0.602,0.585
32,91.0,11.0,2.0,0.562,0.825
33,91.0,12.0,0.0,0.568,0.725
34,91.0,12.0,1.0,0.6,0.605
35,91.0,12.0,2.0,0.544,0.835
36,91.0,13.0,0.0,0.606,0.7
37,91.0,13.0,1.0,0.57,0.6
38,91.0,13.0,2.0,0.518,0.82
39,91.0,14.0,0.0,0.604,0.665
40,91.0,14.0,1.0,0.564,0.655
41,91.0,14.0,2.0,0.5,0.805
42,91.0,15.0,0.0,0.576,0.65
43,91.0,15.0,1.0,0.56,0.66
44,91.0,15.0,2.0,0.5,0.8
45,91.0,16.0,0.0,0.544,0.57
46,91.0,16.0,1.0,0.54,0.665
47,91.0,16.0,2.0,0.508,0.79
48,91.0,17.0,0.0,0.534,0.56
49,91.0,17.0,1.0,0.534,0.64
50,91.0,17.0,2.0,0.522,0.8
51,91.0,18.0,0.0,0.524,0.56
52,91.0,18.0,1.0,0.536,0.685
53,91.0,18.0,2.0,0.528,0.745
54,91.0,19.0,0.0,0.506,0.575
55,91.0,19.0,1.0,0.522,0.685
56,91.0,19.0,2.0,0.486,0.685
57,91.0,20.0,0.0,0.502,0.565
58,91.0,20.0,1.0,0.514,0.705
59,91.0,20.0,2.0,0.49,0.655
60,91.0,21.0,0.0,0.5,0.58
61,91.0,21.0,1.0,0.52,0.665
62,91.0,21.0,2.0,0.444,0.61
63,91.0,22.0,0.0,0.508,0.59
64,91.0,22.0,1.0,0.516,0.65
65,91.0,22.0,2.0,0.448,0.635
66,91.0,23.0,0.0,0.522,0.62
67,91.0,23.0,1.0,0.55,0.67
68,91.0,23.0,2.0,0.43,0.635
69,91.0,24.0,0.0,0.522,0.61
70,91.0,24.0,1.0,0.55,0.65
71,91.0,24.0,2.0,0.426,0.66
72,91.0,25.0,0.0,0.57,0.655
73,91.0,25.0,1.0,0.586,0.615
74,91.0,25.0,2.0,0.494,0.675
75,91.0,26.0,0.0,0.586,0.68
76,91.0,26.0,1.0,0.594,0.6
77,91.0,26.0,2.0,0.51,0.69
78,91.0,27.0,0.0,0.588,0.685
79,91.0,27.0,1.0,0.6,0.59
80,91.0,27.0,2.0,0.536,0.705
81,91.0,28.0,0.0,0.588,0.665
82,91.0,28.0,1.0,0.568,0.575
83,91.0,28.0,2.0,0.564,0.625
84,91.0,29.0,0.0,0.606,0.69
