,Run,Gen,PC,Score,Score4
0,91.0,1.0,0.0,0.638,0.66
1,91.0,1.0,1.0,0.602,0.745
2,91.0,1.0,2.0,0.578,0.615
3,91.0,2.0,0.0,0.652,0.675
4,91.0,2.0,1.0,0.6,0.7
5,91.0,2.0,2.0,0.584,0.63
6,91.0,3.0,0.0,0.626,0.665
7,91.0,3.0,1.0,0.582,0.68
8,91.0,3.0,2.0,0.602,0.65
9,91.0,4.0,0.0,0.648,0.695
10,91.0,4.0,1.0,0.588,0.685
11,91.0,4.0,2.0,0.576,0.605
12,91.0,5.0,0.0,0.668,0.725
13,91.0,5.0,1.0,0.596,0.73
14,91.0,5.0,2.0,0.572,0.6
15,91.0,6.0,0.0,0.652,0.7
16,91.0,6.0,1.0,0.604,0.725
17,91.0,6.0,2.0,0.592,0.6
18,91.0,7.0,0.0,0.65,0.685
19,91.0,7.0,1.0,0.598,0.68
20,91.0,7.0,2.0,0.586,0.6
21,91.0,8.0,0.0,0.648,0.72
22,91.0,8.0,1.0,0.596,0.64
23,91.0,8.0,2.0,0.56,0.6
24,91.0,9.0,0.0,0.668,0.72
25,91.0,9.0,1.0,0.604,0.655
26,91.0,9.0,2.0,0.564,0.62
27,91.0,10.0,0.0,0.662,0.725
28,91.0,10.0,1.0,0.59,0.66
29,91.0,10.0,2.0,0.586,0.645
30,91.0,11.0,0.0,0.656,0.73
31,91.0,11.0,1.0,0.596,0.65
32,91.0,11.0,2.0,0.58,0.645
33,91.0,12.0,0.0,0.65,0.74
34,91.0,12.0,1.0,0.594,0.655
35,91.0,12.0,2.0,0.574,0.635
36,91.0,13.0,0.0,0.666,0.78
37,91.0,13.0,1.0,0.574,0.65
38,91.0,13.0,2.0,0.598,0.655
39,91.0,14.0,0.0,0.674,0.8
40,91.0,14.0,1.0,0.594,0.66
41,91.0,14.0,2.0,0.598,0.655
42,91.0,15.0,0.0,0.674,0.805
43,91.0,15.0,1.0,0.59,0.67
44,91.0,15.0,2.0,0.618,0.67
45,91.0,16.0,0.0,0.684,0.79
46,91.0,16.0,1.0,0.584,0.665
47,91.0,16.0,2.0,0.592,0.645
48,91.0,17.0,0.0,0.71,0.815
49,91.0,17.0,1.0,0.594,0.665
50,91.0,17.0,2.0,0.59,0.645
51,91.0,18.0,0.0,0.704,0.805
52,91.0,18.0,1.0,0.596,0.66
53,91.0,18.0,2.0,0.576,0.63
54,91.0,19.0,0.0,0.698,0.805
55,91.0,19.0,1.0,0.59,0.67
56,91.0,19.0,2.0,0.586,0.66
57,91.0,20.0,0.0,0.7,0.81
58,91.0,20.0,1.0,0.592,0.66
59,91.0,20.0,2.0,0.592,0.655
60,91.0,21.0,0.0,0.726,0.855
61,91.0,21.0,1.0,0.59,0.665
62,91.0,21.0,2.0,0.586,0.655
63,91.0,22.0,0.0,0.728,0.84
64,91.0,22.0,1.0,0.596,0.65
65,91.0,22.0,2.0,0.568,0.65
66,91.0,23.0,0.0,0.742,0.855
67,91.0,23.0,1.0,0.586,0.655
68,91.0,23.0,2.0,0.566,0.655
69,91.0,24.0,0.0,0.742,0.85
70,91.0,24.0,1.0,0.586,0.635
71,91.0,24.0,2.0,0.566,0.66
72,91.0,25.0,0.0,0.75,0.85
73,91.0,25.0,1.0,0.59,0.63
74,91.0,25.0,2.0,0.57,0.665
75,91.0,26.0,0.0,0.734,0.835
76,91.0,26.0,1.0,0.598,0.65
77,91.0,26.0,2.0,0.574,0.67
78,91.0,27.0,0.0,0.736,0.825
79,91.0,27.0,1.0,0.616,0.675
80,91.0,27.0,2.0,0.576,0.68
81,91.0,28.0,0.0,0.73,0.81
82,91.0,28.0,1.0,0.618,0.68
83,91.0,28.0,2.0,0.57,0.665
84,91.0,29.0,0.0,0.73,0.8
85,91.0,29.0,1.0,0.622,0.69
86,91.0,29.0,2.0,0.574,0.66
87,91.0,30.0,0.0,0.73,0.8
88,91.0,30.0,1.0,0.622,0.69
89,91.0,30.0,2.0,0.574,0.66
90,91.0,31.0,0.0,0.732,0.805
91,91.0,31.0,1.0,0.62,0.695
92,91.0,31.0,2.0,0.572,0.655
93,91.0,32.0,0.0,0.732,0.815
94,91.0,32.0,1.0,0.624,0.7
95,91.0,32.0,2.0,0.568,0.65
96,91.0,33.0,0.0,0.746,0.83
97,91.0,33.0,1.0,0.626,0.695
98,91.0,33.0,2.0,0.562,0.655
99,91.0,34.0,0.0,0.762,0.855
100,91.0,34.0,1.0,0.626,0.7
101,91.0,34.0,2.0,0.558,0.64
102,91.0,35.0,0.0,0.762,0.855
103,91.0,35.0,1.0,0.626,0.7
104,91.0,35.0,2.0,0.558,0.64
105,91.0,36.0,0.0,0.766,0.86
106,91.0,36.0,1.0,0.618,0.68
107,91.0,36.0,2.0,0.562,0.64
108,91.0,37.0,0.0,0.762,0.85
109,91.0,37.0,1.0,0.63,0.67
110,91.0,37.0,2.0,0.562,0.64
111,91.0,38.0,0.0,0.762,0.85
112,91.0,38.0,1.0,0.63,0.67
113,91.0,38.0,2.0,0.562,0.64
114,91.0,39.0,0.0,0.764,0.84
115,91.0,39.0,1.0,0.636,0.685
116,91.0,39.0,2.0,0.56,0.63
117,91.0,40.0,0.0,0.764,0.84
118,91.0,40.0,1.0,0.636,0.685
119,91.0,40.0,2.0,0.56,0.63
120,91.0,41.0,0.0,0.772,0.85
121,91.0,41.0,1.0,0.628,0.675
122,91.0,41.0,2.0,0.576,0.635
123,91.0,42.0,0.0,0.77,0.85
124,91.0,42.0,1.0,0.63,0.685
125,91.0,42.0,2.0,0.57,0.63
126,91.0,43.0,0.0,0.764,0.845
127,91.0,43.0,1.0,0.628,0.69
128,91.0,43.0,2.0,0.568,0.625
129,91.0,44.0,0.0,0.76,0.845
130,91.0,44.0,1.0,0.62,0.685
131,91.0,44.0,2.0,0.568,0.625
132,91.0,45.0,0.0,0.754,0.845
133,91.0,45.0,1.0,0.618,0.68
134,91.0,45.0,2.0,0.574,0.625
135,91.0,46.0,0.0,0.754,0.845
136,91.0,46.0,1.0,0.618,0.68
137,91.0,46.0,2.0,0.574,0.625
138,91.0,47.0,0.0,0.76,0.84
139,91.0,47.0,1.0,0.628,0.695
140,91.0,47.0,2.0,0.584,0.63
141,91.0,48.0,0.0,0.766,0.845
142,91.0,48.0,1.0,0.61,0.67
143,91.0,48.0,2.0,0.586,0.64
144,91.0,49.0,0.0,0.77,0.845
145,91.0,49.0,1.0,0.61,0.665
146,91.0,49.0,2.0,0.586,0.64
147,91.0,50.0,0.0,0.772,0.85
148,91.0,50.0,1.0,0.604,0.65
149,91.0,50.0,2.0,0.592,0.66
150,91.0,51.0,0.0,0.778,0.86
151,91.0,51.0,1.0,0.598,0.645
152,91.0,51.0,2.0,0.59,0.655
153,91.0,52.0,0.0,0.778,0.86
154,91.0,52.0,1.0,0.598,0.645
155,91.0,52.0,2.0,0.59,0.655
156,91.0,53.0,0.0,0.776,0.86
157,91.0,53.0,1.0,0.596,0.65
158,91.0,53.0,2.0,0.592,0.66
159,91.0,54.0,0.0,0.782,0.865
160,91.0,54.0,1.0,0.598,0.655
161,91.0,54.0,2.0,0.586,0.655
162,91.0,55.0,0.0,0.782,0.87
163,91.0,55.0,1.0,0.594,0.655
164,91.0,55.0,2.0,0.586,0.655
165,91.0,56.0,0.0,0.788,0.875
166,91.0,56.0,1.0,0.596,0.66
167,91.0,56.0,2.0,0.588,0.655
168,91.0,57.0,0.0,0.786,0.875
169,91.0,57.0,1.0,0.59,0.655
170,91.0,57.0,2.0,0.586,0.66
171,91.0,58.0,0.0,0.78,0.87
172,91.0,58.0,1.0,0.588,0.66
173,91.0,58.0,2.0,0.588,0.665
174,91.0,59.0,0.0,0.776,0.87
175,91.0,59.0,1.0,0.584,0.66
176,91.0,59.0,2.0,0.592,0.67
177,91.0,60.0,0.0,0.776,0.87
178,91.0,60.0,1.0,0.584,0.66
179,91.0,60.0,2.0,0.592,0.67
180,91.0,61.0,0.0,0.77,0.875
181,91.0,61.0,1.0,0.582,0.66
182,91.0,61.0,2.0,0.59,0.675
183,91.0,62.0,0.0,0.766,0.875
