,Run,Gen,PC,Score,Score4
0,91.0,1.0,0.0,0.648,0.685
1,91.0,1.0,1.0,0.624,0.715
2,91.0,1.0,2.0,0.564,0.625
3,91.0,2.0,0.0,0.626,0.665
4,91.0,2.0,1.0,0.618,0.735
5,91.0,2.0,2.0,0.566,0.62
6,91.0,3.0,0.0,0.616,0.645
7,91.0,3.0,1.0,0.616,0.72
8,91.0,3.0,2.0,0.564,0.62
9,91.0,4.0,0.0,0.606,0.605
10,91.0,4.0,1.0,0.63,0.75
11,91.0,4.0,2.0,0.582,0.615
12,91.0,5.0,0.0,0.602,0.62
13,91.0,5.0,1.0,0.622,0.745
14,91.0,5.0,2.0,0.586,0.62
15,91.0,6.0,0.0,0.596,0.61
16,91.0,6.0,1.0,0.624,0.755
17,91.0,6.0,2.0,0.584,0.61
18,91.0,7.0,0.0,0.6,0.615
19,91.0,7.0,1.0,0.64,0.765
20,91.0,7.0,2.0,0.596,0.625
21,91.0,8.0,0.0,0.616,0.62
22,91.0,8.0,1.0,0.636,0.765
23,91.0,8.0,2.0,0.604,0.635
24,91.0,9.0,0.0,0.616,0.62
25,91.0,9.0,1.0,0.652,0.785
26,91.0,9.0,2.0,0.6,0.62
27,91.0,10.0,0.0,0.604,0.605
28,91.0,10.0,1.0,0.648,0.78
29,91.0,10.0,2.0,0.604,0.635
30,91.0,11.0,0.0,0.604,0.615
31,91.0,11.0,1.0,0.636,0.765
32,91.0,11.0,2.0,0.624,0.67
33,91.0,12.0,0.0,0.614,0.615
34,91.0,12.0,1.0,0.634,0.77
35,91.0,12.0,2.0,0.646,0.705
36,91.0,13.0,0.0,0.614,0.615
37,91.0,13.0,1.0,0.634,0.77
38,91.0,13.0,2.0,0.646,0.705
39,91.0,14.0,0.0,0.616,0.615
40,91.0,14.0,1.0,0.636,0.77
41,91.0,14.0,2.0,0.66,0.72
42,91.0,15.0,0.0,0.604,0.6
43,91.0,15.0,1.0,0.636,0.76
44,91.0,15.0,2.0,0.672,0.745
45,91.0,16.0,0.0,0.604,0.595
46,91.0,16.0,1.0,0.64,0.765
47,91.0,16.0,2.0,0.676,0.755
48,91.0,17.0,0.0,0.606,0.585
49,91.0,17.0,1.0,0.642,0.75
50,91.0,17.0,2.0,0.682,0.75
51,91.0,18.0,0.0,0.606,0.565
52,91.0,18.0,1.0,0.654,0.735
53,91.0,18.0,2.0,0.678,0.755
54,91.0,19.0,0.0,0.618,0.57
55,91.0,19.0,1.0,0.646,0.73
56,91.0,19.0,2.0,0.662,0.75
57,91.0,20.0,0.0,0.624,0.57
58,91.0,20.0,1.0,0.64,0.725
59,91.0,20.0,2.0,0.676,0.785
60,91.0,21.0,0.0,0.646,0.575
61,91.0,21.0,1.0,0.654,0.72
62,91.0,21.0,2.0,0.65,0.78
63,91.0,22.0,0.0,0.654,0.575
64,91.0,22.0,1.0,0.654,0.725
65,91.0,22.0,2.0,0.642,0.785
