,Run,Gen,PC,Score,Score4
0,91.0,1.0,0.0,0.59,0.74
1,91.0,1.0,1.0,0.678,0.73
2,91.0,1.0,2.0,0.61,0.705
3,91.0,2.0,0.0,0.602,0.725
4,91.0,2.0,1.0,0.65,0.69
5,91.0,2.0,2.0,0.618,0.71
6,91.0,3.0,0.0,0.612,0.745
7,91.0,3.0,1.0,0.64,0.66
8,91.0,3.0,2.0,0.612,0.71
9,91.0,4.0,0.0,0.63,0.72
10,91.0,4.0,1.0,0.638,0.675
11,91.0,4.0,2.0,0.618,0.72
12,91.0,5.0,0.0,0.602,0.695
13,91.0,5.0,1.0,0.638,0.7
14,91.0,5.0,2.0,0.622,0.7
15,91.0,6.0,0.0,0.616,0.735
16,91.0,6.0,1.0,0.636,0.68
17,91.0,6.0,2.0,0.616,0.69
18,91.0,7.0,0.0,0.62,0.71
19,91.0,7.0,1.0,0.64,0.69
20,91.0,7.0,2.0,0.616,0.68
21,91.0,8.0,0.0,0.634,0.7
22,91.0,8.0,1.0,0.63,0.68
23,91.0,8.0,2.0,0.638,0.705
24,91.0,9.0,0.0,0.634,0.685
25,91.0,9.0,1.0,0.642,0.69
26,91.0,9.0,2.0,0.63,0.67
27,91.0,10.0,0.0,0.63,0.66
28,91.0,10.0,1.0,0.646,0.715
29,91.0,10.0,2.0,0.622,0.655
30,91.0,11.0,0.0,0.656,0.67
31,91.0,11.0,1.0,0.656,0.72
32,91.0,11.0,2.0,0.624,0.655
33,91.0,12.0,0.0,0.662,0.645
34,91.0,12.0,1.0,0.654,0.72
35,91.0,12.0,2.0,0.638,0.665
36,91.0,13.0,0.0,0.638,0.675
37,91.0,13.0,1.0,0.65,0.73
38,91.0,13.0,2.0,0.598,0.65
39,91.0,14.0,0.0,0.648,0.71
40,91.0,14.0,1.0,0.632,0.71
41,91.0,14.0,2.0,0.632,0.695
42,91.0,15.0,0.0,0.636,0.73
43,91.0,15.0,1.0,0.612,0.69
44,91.0,15.0,2.0,0.628,0.705
45,91.0,16.0,0.0,0.646,0.72
46,91.0,16.0,1.0,0.618,0.675
47,91.0,16.0,2.0,0.61,0.665
48,91.0,17.0,0.0,0.636,0.71
49,91.0,17.0,1.0,0.604,0.665
50,91.0,17.0,2.0,0.624,0.67
51,91.0,18.0,0.0,0.638,0.71
52,91.0,18.0,1.0,0.59,0.65
53,91.0,18.0,2.0,0.626,0.72
