,Run,Gen,PC,Score,Score4
0,71.0,1.0,0.0,0.836,1.0
1,71.0,1.0,1.0,0.512,0.7
2,71.0,1.0,2.0,0.6,0.65
3,71.0,2.0,0.0,0.788,0.98
4,71.0,2.0,1.0,0.56,0.68
5,71.0,2.0,2.0,0.532,0.6
6,71.0,3.0,0.0,0.732,0.95
7,71.0,3.0,1.0,0.62,0.715
8,71.0,3.0,2.0,0.544,0.62
9,71.0,4.0,0.0,0.65,0.805
10,71.0,4.0,1.0,0.702,0.715
11,71.0,4.0,2.0,0.606,0.705
12,71.0,5.0,0.0,0.598,0.76
13,71.0,5.0,1.0,0.622,0.665
14,71.0,5.0,2.0,0.59,0.705
15,71.0,6.0,0.0,0.6,0.795
16,71.0,6.0,1.0,0.584,0.655
17,71.0,6.0,2.0,0.588,0.67
18,71.0,7.0,0.0,0.596,0.69
19,71.0,7.0,1.0,0.604,0.63
20,71.0,7.0,2.0,0.588,0.685
21,71.0,8.0,0.0,0.634,0.675
22,71.0,8.0,1.0,0.594,0.675
23,71.0,8.0,2.0,0.57,0.64
24,71.0,9.0,0.0,0.632,0.7
25,71.0,9.0,1.0,0.58,0.65
26,71.0,9.0,2.0,0.584,0.655
27,71.0,10.0,0.0,0.578,0.64
28,71.0,10.0,1.0,0.618,0.695
29,71.0,10.0,2.0,0.574,0.64
30,71.0,11.0,0.0,0.59,0.69
31,71.0,11.0,1.0,0.634,0.71
32,71.0,11.0,2.0,0.562,0.605
33,71.0,12.0,0.0,0.554,0.595
34,71.0,12.0,1.0,0.65,0.72
35,71.0,12.0,2.0,0.578,0.625
36,71.0,13.0,0.0,0.564,0.56
37,71.0,13.0,1.0,0.58,0.625
38,71.0,13.0,2.0,0.556,0.66
39,71.0,14.0,0.0,0.58,0.6
40,71.0,14.0,1.0,0.604,0.675
41,71.0,14.0,2.0,0.596,0.685
42,71.0,15.0,0.0,0.576,0.61
43,71.0,15.0,1.0,0.588,0.66
44,71.0,15.0,2.0,0.568,0.61
45,71.0,16.0,0.0,0.608,0.62
46,71.0,16.0,1.0,0.64,0.69
47,71.0,16.0,2.0,0.544,0.64
48,71.0,17.0,0.0,0.602,0.625
49,71.0,17.0,1.0,0.606,0.665
50,71.0,17.0,2.0,0.538,0.645
51,71.0,18.0,0.0,0.618,0.67
52,71.0,18.0,1.0,0.618,0.645
53,71.0,18.0,2.0,0.546,0.63
54,71.0,19.0,0.0,0.58,0.575
55,71.0,19.0,1.0,0.636,0.685
56,71.0,19.0,2.0,0.588,0.68
57,71.0,20.0,0.0,0.61,0.6
58,71.0,20.0,1.0,0.606,0.68
59,71.0,20.0,2.0,0.594,0.675
60,71.0,21.0,0.0,0.6,0.66
61,71.0,21.0,1.0,0.612,0.69
62,71.0,21.0,2.0,0.588,0.67
63,71.0,22.0,0.0,0.57,0.63
64,71.0,22.0,1.0,0.582,0.665
65,71.0,22.0,2.0,0.546,0.67
66,71.0,23.0,0.0,0.596,0.685
67,71.0,23.0,1.0,0.588,0.63
68,71.0,23.0,2.0,0.512,0.645
69,71.0,24.0,0.0,0.588,0.665
70,71.0,24.0,1.0,0.6,0.675
71,71.0,24.0,2.0,0.568,0.63
72,71.0,25.0,0.0,0.564,0.655
73,71.0,25.0,1.0,0.604,0.695
74,71.0,25.0,2.0,0.544,0.59
75,71.0,26.0,0.0,0.552,0.645
76,71.0,26.0,1.0,0.584,0.7
77,71.0,26.0,2.0,0.528,0.64
78,71.0,27.0,0.0,0.6,0.68
79,71.0,27.0,1.0,0.624,0.66
80,71.0,27.0,2.0,0.548,0.65
81,71.0,28.0,0.0,0.604,0.705
82,71.0,28.0,1.0,0.552,0.625
83,71.0,28.0,2.0,0.556,0.615
84,71.0,29.0,0.0,0.588,0.74
85,71.0,29.0,1.0,0.588,0.675
86,71.0,29.0,2.0,0.568,0.635
87,71.0,30.0,0.0,0.582,0.725
88,71.0,30.0,1.0,0.574,0.68
89,71.0,30.0,2.0,0.542,0.635
90,71.0,31.0,0.0,0.596,0.72
91,71.0,31.0,1.0,0.548,0.62
92,71.0,31.0,2.0,0.56,0.655
93,71.0,32.0,0.0,0.606,0.72
94,71.0,32.0,1.0,0.578,0.64
95,71.0,32.0,2.0,0.55,0.645
96,71.0,33.0,0.0,0.57,0.715
97,71.0,33.0,1.0,0.57,0.645
98,71.0,33.0,2.0,0.534,0.62
99,71.0,34.0,0.0,0.606,0.73
100,71.0,34.0,1.0,0.562,0.625
101,71.0,34.0,2.0,0.542,0.66
102,71.0,35.0,0.0,0.588,0.715
103,71.0,35.0,1.0,0.58,0.67
104,71.0,35.0,2.0,0.552,0.605
105,71.0,36.0,0.0,0.608,0.7
106,71.0,36.0,1.0,0.592,0.605
107,71.0,36.0,2.0,0.564,0.6
108,71.0,37.0,0.0,0.558,0.675
109,71.0,37.0,1.0,0.61,0.65
110,71.0,37.0,2.0,0.522,0.595
111,71.0,38.0,0.0,0.554,0.73
112,71.0,38.0,1.0,0.634,0.655
113,71.0,38.0,2.0,0.534,0.575
114,71.0,39.0,0.0,0.548,0.685
115,71.0,39.0,1.0,0.612,0.615
116,71.0,39.0,2.0,0.54,0.645
117,71.0,40.0,0.0,0.594,0.775
118,71.0,40.0,1.0,0.654,0.64
119,71.0,40.0,2.0,0.554,0.665
120,71.0,41.0,0.0,0.572,0.675
121,71.0,41.0,1.0,0.592,0.615
122,71.0,41.0,2.0,0.568,0.685
123,71.0,42.0,0.0,0.554,0.645
124,71.0,42.0,1.0,0.614,0.62
125,71.0,42.0,2.0,0.57,0.7
126,71.0,43.0,0.0,0.562,0.585
127,71.0,43.0,1.0,0.622,0.6
