,Run,Gen,PC,Score,Score4
0,71.0,1.0,0.0,0.842,0.96
1,71.0,1.0,1.0,0.498,0.78
2,71.0,1.0,2.0,0.542,0.535
3,71.0,2.0,0.0,0.836,0.95
4,71.0,2.0,1.0,0.492,0.725
5,71.0,2.0,2.0,0.56,0.5
6,71.0,3.0,0.0,0.796,0.905
7,71.0,3.0,1.0,0.532,0.735
8,71.0,3.0,2.0,0.588,0.58
9,71.0,4.0,0.0,0.724,0.855
10,71.0,4.0,1.0,0.548,0.58
11,71.0,4.0,2.0,0.612,0.61
12,71.0,5.0,0.0,0.722,0.85
13,71.0,5.0,1.0,0.598,0.715
14,71.0,5.0,2.0,0.578,0.57
15,71.0,6.0,0.0,0.698,0.89
16,71.0,6.0,1.0,0.642,0.655
17,71.0,6.0,2.0,0.574,0.6
18,71.0,7.0,0.0,0.71,0.955
19,71.0,7.0,1.0,0.646,0.655
20,71.0,7.0,2.0,0.578,0.6
21,71.0,8.0,0.0,0.718,0.955
22,71.0,8.0,1.0,0.658,0.665
23,71.0,8.0,2.0,0.578,0.64
24,71.0,9.0,0.0,0.718,0.965
25,71.0,9.0,1.0,0.69,0.62
26,71.0,9.0,2.0,0.562,0.63
27,71.0,10.0,0.0,0.694,0.98
28,71.0,10.0,1.0,0.73,0.64
29,71.0,10.0,2.0,0.55,0.61
30,71.0,11.0,0.0,0.698,0.965
31,71.0,11.0,1.0,0.726,0.64
32,71.0,11.0,2.0,0.59,0.69
33,71.0,12.0,0.0,0.714,0.98
34,71.0,12.0,1.0,0.742,0.565
35,71.0,12.0,2.0,0.586,0.69
36,71.0,13.0,0.0,0.692,0.99
37,71.0,13.0,1.0,0.752,0.665
38,71.0,13.0,2.0,0.596,0.725
39,71.0,14.0,0.0,0.654,1.0
40,71.0,14.0,1.0,0.75,0.65
41,71.0,14.0,2.0,0.578,0.695
42,71.0,15.0,0.0,0.694,0.975
43,71.0,15.0,1.0,0.702,0.63
44,71.0,15.0,2.0,0.57,0.685
45,71.0,16.0,0.0,0.718,0.99
46,71.0,16.0,1.0,0.726,0.635
47,71.0,16.0,2.0,0.566,0.635
48,71.0,17.0,0.0,0.708,0.99
49,71.0,17.0,1.0,0.772,0.625
50,71.0,17.0,2.0,0.592,0.665
51,71.0,18.0,0.0,0.732,0.995
52,71.0,18.0,1.0,0.732,0.515
53,71.0,18.0,2.0,0.58,0.655
54,71.0,19.0,0.0,0.678,0.995
55,71.0,19.0,1.0,0.75,0.63
56,71.0,19.0,2.0,0.57,0.665
57,71.0,20.0,0.0,0.714,0.99
58,71.0,20.0,1.0,0.742,0.575
59,71.0,20.0,2.0,0.526,0.595
60,71.0,21.0,0.0,0.714,0.995
61,71.0,21.0,1.0,0.742,0.565
62,71.0,21.0,2.0,0.562,0.63
63,71.0,22.0,0.0,0.692,0.97
64,71.0,22.0,1.0,0.708,0.535
65,71.0,22.0,2.0,0.556,0.625
66,71.0,23.0,0.0,0.628,0.96
67,71.0,23.0,1.0,0.724,0.61
68,71.0,23.0,2.0,0.512,0.66
69,71.0,24.0,0.0,0.656,0.94
70,71.0,24.0,1.0,0.704,0.52
71,71.0,24.0,2.0,0.592,0.69
72,71.0,25.0,0.0,0.638,0.955
73,71.0,25.0,1.0,0.722,0.615
74,71.0,25.0,2.0,0.542,0.61
75,71.0,26.0,0.0,0.614,0.91
76,71.0,26.0,1.0,0.722,0.62
77,71.0,26.0,2.0,0.566,0.635
78,71.0,27.0,0.0,0.646,0.895
79,71.0,27.0,1.0,0.642,0.565
80,71.0,27.0,2.0,0.574,0.68
81,71.0,28.0,0.0,0.654,0.84
82,71.0,28.0,1.0,0.622,0.51
83,71.0,28.0,2.0,0.574,0.675
84,71.0,29.0,0.0,0.606,0.82
85,71.0,29.0,1.0,0.646,0.61
86,71.0,29.0,2.0,0.53,0.61
87,71.0,30.0,0.0,0.618,0.785
