,Run,Gen,PC,Score,Score4
0,91.0,1.0,0.0,0.622,0.78
1,91.0,1.0,1.0,0.586,0.645
2,91.0,1.0,2.0,0.606,0.72
3,91.0,2.0,0.0,0.628,0.74
4,91.0,2.0,1.0,0.596,0.67
5,91.0,2.0,2.0,0.6,0.7
6,91.0,3.0,0.0,0.676,0.78
7,91.0,3.0,1.0,0.604,0.71
8,91.0,3.0,2.0,0.596,0.69
9,91.0,4.0,0.0,0.682,0.77
10,91.0,4.0,1.0,0.606,0.7
11,91.0,4.0,2.0,0.586,0.695
12,91.0,5.0,0.0,0.67,0.77
13,91.0,5.0,1.0,0.606,0.685
14,91.0,5.0,2.0,0.59,0.75
15,91.0,6.0,0.0,0.686,0.79
16,91.0,6.0,1.0,0.606,0.705
17,91.0,6.0,2.0,0.574,0.725
18,91.0,7.0,0.0,0.69,0.775
19,91.0,7.0,1.0,0.598,0.69
20,91.0,7.0,2.0,0.566,0.715
21,91.0,8.0,0.0,0.692,0.785
22,91.0,8.0,1.0,0.616,0.72
23,91.0,8.0,2.0,0.572,0.72
24,91.0,9.0,0.0,0.702,0.78
25,91.0,9.0,1.0,0.606,0.7
26,91.0,9.0,2.0,0.574,0.74
27,91.0,10.0,0.0,0.652,0.73
28,91.0,10.0,1.0,0.624,0.725
29,91.0,10.0,2.0,0.58,0.725
30,91.0,11.0,0.0,0.656,0.73
31,91.0,11.0,1.0,0.636,0.73
32,91.0,11.0,2.0,0.592,0.73
33,91.0,12.0,0.0,0.662,0.75
34,91.0,12.0,1.0,0.646,0.73
35,91.0,12.0,2.0,0.586,0.74
36,91.0,13.0,0.0,0.662,0.74
37,91.0,13.0,1.0,0.666,0.74
38,91.0,13.0,2.0,0.578,0.695
39,91.0,14.0,0.0,0.666,0.75
40,91.0,14.0,1.0,0.662,0.735
41,91.0,14.0,2.0,0.554,0.665
42,91.0,15.0,0.0,0.666,0.74
43,91.0,15.0,1.0,0.662,0.755
44,91.0,15.0,2.0,0.554,0.675
45,91.0,16.0,0.0,0.666,0.725
46,91.0,16.0,1.0,0.646,0.73
47,91.0,16.0,2.0,0.554,0.67
48,91.0,17.0,0.0,0.654,0.73
49,91.0,17.0,1.0,0.642,0.71
50,91.0,17.0,2.0,0.57,0.695
51,91.0,18.0,0.0,0.634,0.735
52,91.0,18.0,1.0,0.646,0.685
53,91.0,18.0,2.0,0.57,0.685
54,91.0,19.0,0.0,0.636,0.715
55,91.0,19.0,1.0,0.66,0.71
56,91.0,19.0,2.0,0.564,0.685
57,91.0,20.0,0.0,0.612,0.715
58,91.0,20.0,1.0,0.656,0.725
59,91.0,20.0,2.0,0.576,0.7
60,91.0,21.0,0.0,0.606,0.705
61,91.0,21.0,1.0,0.65,0.73
62,91.0,21.0,2.0,0.59,0.695
63,91.0,22.0,0.0,0.596,0.715
64,91.0,22.0,1.0,0.684,0.765
65,91.0,22.0,2.0,0.584,0.7
66,91.0,23.0,0.0,0.582,0.695
67,91.0,23.0,1.0,0.682,0.76
68,91.0,23.0,2.0,0.598,0.705
69,91.0,24.0,0.0,0.582,0.69
70,91.0,24.0,1.0,0.674,0.75
71,91.0,24.0,2.0,0.562,0.66
72,91.0,25.0,0.0,0.572,0.665
73,91.0,25.0,1.0,0.696,0.78
74,91.0,25.0,2.0,0.576,0.68
75,91.0,26.0,0.0,0.59,0.66
76,91.0,26.0,1.0,0.666,0.745
77,91.0,26.0,2.0,0.566,0.68
78,91.0,27.0,0.0,0.578,0.655
79,91.0,27.0,1.0,0.67,0.76
80,91.0,27.0,2.0,0.57,0.675
81,91.0,28.0,0.0,0.594,0.655
82,91.0,28.0,1.0,0.678,0.77
83,91.0,28.0,2.0,0.59,0.67
84,91.0,29.0,0.0,0.578,0.63
85,91.0,29.0,1.0,0.674,0.76
86,91.0,29.0,2.0,0.578,0.645
87,91.0,30.0,0.0,0.588,0.665
88,91.0,30.0,1.0,0.68,0.78
89,91.0,30.0,2.0,0.56,0.615
90,91.0,31.0,0.0,0.588,0.675
91,91.0,31.0,1.0,0.668,0.785
92,91.0,31.0,2.0,0.552,0.61
93,91.0,32.0,0.0,0.596,0.705
94,91.0,32.0,1.0,0.672,0.795
95,91.0,32.0,2.0,0.572,0.62
96,91.0,33.0,0.0,0.58,0.68
97,91.0,33.0,1.0,0.672,0.785
98,91.0,33.0,2.0,0.584,0.635
99,91.0,34.0,0.0,0.588,0.66
100,91.0,34.0,1.0,0.648,0.77
101,91.0,34.0,2.0,0.58,0.635
102,91.0,35.0,0.0,0.58,0.66
103,91.0,35.0,1.0,0.64,0.765
104,91.0,35.0,2.0,0.588,0.635
105,91.0,36.0,0.0,0.58,0.66
106,91.0,36.0,1.0,0.66,0.805
107,91.0,36.0,2.0,0.584,0.63
108,91.0,37.0,0.0,0.586,0.655
109,91.0,37.0,1.0,0.658,0.8
110,91.0,37.0,2.0,0.582,0.64
111,91.0,38.0,0.0,0.58,0.66
112,91.0,38.0,1.0,0.656,0.815
113,91.0,38.0,2.0,0.58,0.645
114,91.0,39.0,0.0,0.592,0.675
115,91.0,39.0,1.0,0.632,0.77
116,91.0,39.0,2.0,0.588,0.65
117,91.0,40.0,0.0,0.59,0.665
118,91.0,40.0,1.0,0.646,0.78
119,91.0,40.0,2.0,0.598,0.645
120,91.0,41.0,0.0,0.584,0.645
121,91.0,41.0,1.0,0.668,0.785
122,91.0,41.0,2.0,0.62,0.625
123,91.0,42.0,0.0,0.586,0.68
124,91.0,42.0,1.0,0.678,0.765
125,91.0,42.0,2.0,0.622,0.625
126,91.0,43.0,0.0,0.596,0.69
127,91.0,43.0,1.0,0.676,0.76
128,91.0,43.0,2.0,0.62,0.63
129,91.0,44.0,0.0,0.588,0.67
130,91.0,44.0,1.0,0.684,0.77
131,91.0,44.0,2.0,0.608,0.635
132,91.0,45.0,0.0,0.6,0.65
133,91.0,45.0,1.0,0.68,0.775
134,91.0,45.0,2.0,0.608,0.63
135,91.0,46.0,0.0,0.59,0.635
136,91.0,46.0,1.0,0.67,0.765
137,91.0,46.0,2.0,0.61,0.645
138,91.0,47.0,0.0,0.584,0.63
139,91.0,47.0,1.0,0.668,0.745
140,91.0,47.0,2.0,0.624,0.665
141,91.0,48.0,0.0,0.584,0.62
142,91.0,48.0,1.0,0.668,0.745
143,91.0,48.0,2.0,0.624,0.66
144,91.0,49.0,0.0,0.566,0.61
145,91.0,49.0,1.0,0.658,0.75
146,91.0,49.0,2.0,0.602,0.655
147,91.0,50.0,0.0,0.57,0.615
148,91.0,50.0,1.0,0.658,0.745
149,91.0,50.0,2.0,0.594,0.655
150,91.0,51.0,0.0,0.562,0.61
151,91.0,51.0,1.0,0.666,0.745
152,91.0,51.0,2.0,0.598,0.64
153,91.0,52.0,0.0,0.578,0.61
154,91.0,52.0,1.0,0.666,0.74
155,91.0,52.0,2.0,0.594,0.63
156,91.0,53.0,0.0,0.59,0.64
157,91.0,53.0,1.0,0.666,0.75
158,91.0,53.0,2.0,0.598,0.625
159,91.0,54.0,0.0,0.592,0.63
160,91.0,54.0,1.0,0.664,0.735
161,91.0,54.0,2.0,0.604,0.625
162,91.0,55.0,0.0,0.586,0.62
163,91.0,55.0,1.0,0.662,0.695
164,91.0,55.0,2.0,0.614,0.645
165,91.0,56.0,0.0,0.574,0.605
166,91.0,56.0,1.0,0.638,0.68
167,91.0,56.0,2.0,0.618,0.65
168,91.0,57.0,0.0,0.572,0.63
169,91.0,57.0,1.0,0.624,0.67
170,91.0,57.0,2.0,0.616,0.64
171,91.0,58.0,0.0,0.56,0.615
172,91.0,58.0,1.0,0.624,0.66
173,91.0,58.0,2.0,0.612,0.64
174,91.0,59.0,0.0,0.564,0.615
175,91.0,59.0,1.0,0.64,0.675
176,91.0,59.0,2.0,0.612,0.63
177,91.0,60.0,0.0,0.578,0.605
178,91.0,60.0,1.0,0.646,0.69
179,91.0,60.0,2.0,0.614,0.635
180,91.0,61.0,0.0,0.588,0.61
181,91.0,61.0,1.0,0.636,0.7
182,91.0,61.0,2.0,0.616,0.64
183,91.0,62.0,0.0,0.6,0.63
184,91.0,62.0,1.0,0.66,0.71
185,91.0,62.0,2.0,0.616,0.645
186,91.0,63.0,0.0,0.616,0.64
187,91.0,63.0,1.0,0.664,0.72
188,91.0,63.0,2.0,0.608,0.64
189,91.0,64.0,0.0,0.614,0.65
190,91.0,64.0,1.0,0.67,0.73
191,91.0,64.0,2.0,0.622,0.655
192,91.0,65.0,0.0,0.616,0.645
193,91.0,65.0,1.0,0.66,0.73
194,91.0,65.0,2.0,0.62,0.66
195,91.0,66.0,0.0,0.616,0.665
196,91.0,66.0,1.0,0.652,0.73
197,91.0,66.0,2.0,0.608,0.66
198,91.0,67.0,0.0,0.596,0.66
199,91.0,67.0,1.0,0.64,0.745
200,91.0,67.0,2.0,0.608,0.645
201,91.0,68.0,0.0,0.612,0.665
202,91.0,68.0,1.0,0.656,0.76
203,91.0,68.0,2.0,0.608,0.62
204,91.0,69.0,0.0,0.602,0.665
205,91.0,69.0,1.0,0.662,0.76
206,91.0,69.0,2.0,0.63,0.635
207,91.0,70.0,0.0,0.59,0.635
208,91.0,70.0,1.0,0.67,0.76
209,91.0,70.0,2.0,0.65,0.655
210,91.0,71.0,0.0,0.608,0.68
211,91.0,71.0,1.0,0.66,0.745
212,91.0,71.0,2.0,0.64,0.655
213,91.0,72.0,0.0,0.614,0.675
214,91.0,72.0,1.0,0.662,0.745
215,91.0,72.0,2.0,0.646,0.65
216,91.0,73.0,0.0,0.606,0.675
217,91.0,73.0,1.0,0.654,0.745
218,91.0,73.0,2.0,0.646,0.665
219,91.0,74.0,0.0,0.616,0.69
220,91.0,74.0,1.0,0.664,0.775
221,91.0,74.0,2.0,0.648,0.67
222,91.0,75.0,0.0,0.604,0.69
223,91.0,75.0,1.0,0.668,0.785
224,91.0,75.0,2.0,0.656,0.69
225,91.0,76.0,0.0,0.614,0.68
226,91.0,76.0,1.0,0.658,0.755
227,91.0,76.0,2.0,0.642,0.67
228,91.0,77.0,0.0,0.604,0.685
229,91.0,77.0,1.0,0.656,0.755
230,91.0,77.0,2.0,0.64,0.67
231,91.0,78.0,0.0,0.594,0.665
232,91.0,78.0,1.0,0.658,0.75
233,91.0,78.0,2.0,0.63,0.65
234,91.0,79.0,0.0,0.6,0.665
235,91.0,79.0,1.0,0.656,0.765
236,91.0,79.0,2.0,0.624,0.645
237,91.0,80.0,0.0,0.594,0.66
238,91.0,80.0,1.0,0.678,0.775
239,91.0,80.0,2.0,0.622,0.64
240,91.0,81.0,0.0,0.594,0.65
241,91.0,81.0,1.0,0.694,0.78
242,91.0,81.0,2.0,0.618,0.615
243,91.0,82.0,0.0,0.602,0.645
244,91.0,82.0,1.0,0.674,0.78
245,91.0,82.0,2.0,0.622,0.63
246,91.0,83.0,0.0,0.618,0.655
247,91.0,83.0,1.0,0.674,0.77
248,91.0,83.0,2.0,0.618,0.63
249,91.0,84.0,0.0,0.61,0.665
250,91.0,84.0,1.0,0.658,0.75
251,91.0,84.0,2.0,0.622,0.645
252,91.0,85.0,0.0,0.626,0.69
253,91.0,85.0,1.0,0.658,0.73
254,91.0,85.0,2.0,0.61,0.635
255,91.0,86.0,0.0,0.642,0.715
256,91.0,86.0,1.0,0.662,0.74
257,91.0,86.0,2.0,0.598,0.635
258,91.0,87.0,0.0,0.634,0.715
259,91.0,87.0,1.0,0.666,0.75
260,91.0,87.0,2.0,0.594,0.625
261,91.0,88.0,0.0,0.634,0.725
262,91.0,88.0,1.0,0.662,0.75
263,91.0,88.0,2.0,0.59,0.635
264,91.0,89.0,0.0,0.634,0.735
265,91.0,89.0,1.0,0.658,0.72
266,91.0,89.0,2.0,0.602,0.65
267,91.0,90.0,0.0,0.648,0.74
268,91.0,90.0,1.0,0.648,0.71
269,91.0,90.0,2.0,0.596,0.65
270,91.0,91.0,0.0,0.656,0.745
271,91.0,91.0,1.0,0.648,0.71
272,91.0,91.0,2.0,0.596,0.65
273,91.0,92.0,0.0,0.682,0.78
274,91.0,92.0,1.0,0.646,0.725
275,91.0,92.0,2.0,0.598,0.65
276,91.0,93.0,0.0,0.676,0.76
277,91.0,93.0,1.0,0.66,0.75
278,91.0,93.0,2.0,0.592,0.62
279,91.0,94.0,0.0,0.676,0.765
280,91.0,94.0,1.0,0.664,0.76
281,91.0,94.0,2.0,0.576,0.605
282,91.0,95.0,0.0,0.682,0.76
283,91.0,95.0,1.0,0.658,0.73
284,91.0,95.0,2.0,0.614,0.63
285,91.0,96.0,0.0,0.686,0.765
286,91.0,96.0,1.0,0.658,0.73
287,91.0,96.0,2.0,0.602,0.615
288,91.0,97.0,0.0,0.684,0.755
289,91.0,97.0,1.0,0.66,0.735
290,91.0,97.0,2.0,0.6,0.62
291,91.0,98.0,0.0,0.674,0.745
292,91.0,98.0,1.0,0.658,0.725
293,91.0,98.0,2.0,0.594,0.61
294,91.0,99.0,0.0,0.686,0.775
295,91.0,99.0,1.0,0.662,0.735
296,91.0,99.0,2.0,0.594,0.61
297,91.0,100.0,0.0,0.684,0.79
298,91.0,100.0,1.0,0.656,0.735
299,91.0,100.0,2.0,0.592,0.6
300,91.0,101.0,0.0,0.69,0.79
301,91.0,101.0,1.0,0.658,0.72
302,91.0,101.0,2.0,0.598,0.61
303,91.0,102.0,0.0,0.696,0.82
304,91.0,102.0,1.0,0.656,0.7
305,91.0,102.0,2.0,0.576,0.58
306,91.0,103.0,0.0,0.698,0.835
307,91.0,103.0,1.0,0.65,0.695
308,91.0,103.0,2.0,0.582,0.575
309,91.0,104.0,0.0,0.69,0.83
310,91.0,104.0,1.0,0.65,0.71
311,91.0,104.0,2.0,0.586,0.585
312,91.0,105.0,0.0,0.692,0.83
313,91.0,105.0,1.0,0.648,0.71
314,91.0,105.0,2.0,0.58,0.59
315,91.0,106.0,0.0,0.692,0.82
316,91.0,106.0,1.0,0.652,0.72
317,91.0,106.0,2.0,0.584,0.6
318,91.0,107.0,0.0,0.692,0.82
319,91.0,107.0,1.0,0.656,0.725
320,91.0,107.0,2.0,0.588,0.6
321,91.0,108.0,0.0,0.696,0.82
322,91.0,108.0,1.0,0.66,0.715
323,91.0,108.0,2.0,0.576,0.6
324,91.0,109.0,0.0,0.704,0.825
325,91.0,109.0,1.0,0.668,0.705
326,91.0,109.0,2.0,0.576,0.595
327,91.0,110.0,0.0,0.704,0.85
328,91.0,110.0,1.0,0.68,0.715
329,91.0,110.0,2.0,0.564,0.59
330,91.0,111.0,0.0,0.708,0.855
331,91.0,111.0,1.0,0.676,0.725
332,91.0,111.0,2.0,0.552,0.585
333,91.0,112.0,0.0,0.71,0.87
334,91.0,112.0,1.0,0.67,0.73
335,91.0,112.0,2.0,0.55,0.595
336,91.0,113.0,0.0,0.718,0.87
337,91.0,113.0,1.0,0.658,0.7
338,91.0,113.0,2.0,0.562,0.595
339,91.0,114.0,0.0,0.698,0.845
340,91.0,114.0,1.0,0.674,0.71
341,91.0,114.0,2.0,0.566,0.585
342,91.0,115.0,0.0,0.694,0.85
343,91.0,115.0,1.0,0.686,0.715
344,91.0,115.0,2.0,0.566,0.59
345,91.0,116.0,0.0,0.696,0.855
346,91.0,116.0,1.0,0.68,0.7
347,91.0,116.0,2.0,0.56,0.595
348,91.0,117.0,0.0,0.694,0.855
349,91.0,117.0,1.0,0.686,0.695
350,91.0,117.0,2.0,0.554,0.595
351,91.0,118.0,0.0,0.698,0.865
352,91.0,118.0,1.0,0.69,0.71
353,91.0,118.0,2.0,0.546,0.59
354,91.0,119.0,0.0,0.698,0.87
355,91.0,119.0,1.0,0.698,0.725
356,91.0,119.0,2.0,0.542,0.57
357,91.0,120.0,0.0,0.682,0.865
358,91.0,120.0,1.0,0.702,0.75
359,91.0,120.0,2.0,0.534,0.56
360,91.0,121.0,0.0,0.672,0.85
361,91.0,121.0,1.0,0.724,0.78
362,91.0,121.0,2.0,0.528,0.56
363,91.0,122.0,0.0,0.68,0.85
364,91.0,122.0,1.0,0.732,0.785
365,91.0,122.0,2.0,0.524,0.565
366,91.0,123.0,0.0,0.684,0.84
367,91.0,123.0,1.0,0.74,0.79
368,91.0,123.0,2.0,0.532,0.575
369,91.0,124.0,0.0,0.692,0.85
370,91.0,124.0,1.0,0.756,0.785
371,91.0,124.0,2.0,0.512,0.545
372,91.0,125.0,0.0,0.69,0.855
373,91.0,125.0,1.0,0.746,0.785
374,91.0,125.0,2.0,0.51,0.545
375,91.0,126.0,0.0,0.686,0.835
376,91.0,126.0,1.0,0.758,0.83
