,Run,Gen,PC,Score,Score4
0,91.0,1.0,0.0,0.9,1.0
1,91.0,1.0,1.0,0.552,0.6
2,91.0,1.0,2.0,0.532,0.575
3,91.0,2.0,0.0,0.81,0.985
4,91.0,2.0,1.0,0.574,0.64
5,91.0,2.0,2.0,0.566,0.655
6,91.0,3.0,0.0,0.746,0.915
7,91.0,3.0,1.0,0.574,0.66
8,91.0,3.0,2.0,0.554,0.635
9,91.0,4.0,0.0,0.66,0.725
10,91.0,4.0,1.0,0.568,0.63
11,91.0,4.0,2.0,0.564,0.67
12,91.0,5.0,0.0,0.632,0.695
13,91.0,5.0,1.0,0.576,0.675
14,91.0,5.0,2.0,0.572,0.625
15,91.0,6.0,0.0,0.596,0.665
16,91.0,6.0,1.0,0.648,0.75
17,91.0,6.0,2.0,0.584,0.66
18,91.0,7.0,0.0,0.574,0.61
19,91.0,7.0,1.0,0.622,0.735
20,91.0,7.0,2.0,0.626,0.675
21,91.0,8.0,0.0,0.584,0.615
22,91.0,8.0,1.0,0.58,0.71
23,91.0,8.0,2.0,0.6,0.65
24,91.0,9.0,0.0,0.576,0.605
25,91.0,9.0,1.0,0.612,0.76
26,91.0,9.0,2.0,0.584,0.69
27,91.0,10.0,0.0,0.624,0.68
28,91.0,10.0,1.0,0.628,0.765
29,91.0,10.0,2.0,0.592,0.635
30,91.0,11.0,0.0,0.604,0.67
31,91.0,11.0,1.0,0.592,0.745
32,91.0,11.0,2.0,0.612,0.705
33,91.0,12.0,0.0,0.576,0.64
34,91.0,12.0,1.0,0.56,0.715
35,91.0,12.0,2.0,0.632,0.695
36,91.0,13.0,0.0,0.59,0.66
37,91.0,13.0,1.0,0.626,0.78
38,91.0,13.0,2.0,0.566,0.695
39,91.0,14.0,0.0,0.592,0.625
40,91.0,14.0,1.0,0.604,0.73
41,91.0,14.0,2.0,0.592,0.68
42,91.0,15.0,0.0,0.656,0.74
43,91.0,15.0,1.0,0.6,0.735
44,91.0,15.0,2.0,0.612,0.72
45,91.0,16.0,0.0,0.614,0.7
46,91.0,16.0,1.0,0.642,0.765
47,91.0,16.0,2.0,0.61,0.735
48,91.0,17.0,0.0,0.644,0.76
49,91.0,17.0,1.0,0.636,0.715
50,91.0,17.0,2.0,0.632,0.69
51,91.0,18.0,0.0,0.614,0.715
52,91.0,18.0,1.0,0.598,0.675
53,91.0,18.0,2.0,0.598,0.73
54,91.0,19.0,0.0,0.558,0.625
55,91.0,19.0,1.0,0.61,0.745
56,91.0,19.0,2.0,0.586,0.665
57,91.0,20.0,0.0,0.632,0.715
58,91.0,20.0,1.0,0.632,0.77
59,91.0,20.0,2.0,0.6,0.695
60,91.0,21.0,0.0,0.604,0.725
61,91.0,21.0,1.0,0.588,0.675
62,91.0,21.0,2.0,0.596,0.72
63,91.0,22.0,0.0,0.564,0.66
64,91.0,22.0,1.0,0.616,0.735
65,91.0,22.0,2.0,0.576,0.67
66,91.0,23.0,0.0,0.616,0.715
67,91.0,23.0,1.0,0.608,0.635
68,91.0,23.0,2.0,0.576,0.67
69,91.0,24.0,0.0,0.59,0.725
70,91.0,24.0,1.0,0.554,0.65
71,91.0,24.0,2.0,0.578,0.695
72,91.0,25.0,0.0,0.574,0.66
73,91.0,25.0,1.0,0.586,0.68
74,91.0,25.0,2.0,0.598,0.68
75,91.0,26.0,0.0,0.598,0.72
76,91.0,26.0,1.0,0.622,0.685
77,91.0,26.0,2.0,0.574,0.7
78,91.0,27.0,0.0,0.542,0.675
79,91.0,27.0,1.0,0.622,0.705
80,91.0,27.0,2.0,0.618,0.675
81,91.0,28.0,0.0,0.618,0.69
82,91.0,28.0,1.0,0.586,0.665
83,91.0,28.0,2.0,0.574,0.675
84,91.0,29.0,0.0,0.604,0.795
85,91.0,29.0,1.0,0.648,0.715
86,91.0,29.0,2.0,0.524,0.595
87,91.0,30.0,0.0,0.596,0.74
88,91.0,30.0,1.0,0.584,0.67
89,91.0,30.0,2.0,0.552,0.655
90,91.0,31.0,0.0,0.58,0.75
91,91.0,31.0,1.0,0.58,0.645
92,91.0,31.0,2.0,0.524,0.615
93,91.0,32.0,0.0,0.64,0.75
94,91.0,32.0,1.0,0.6,0.67
95,91.0,32.0,2.0,0.56,0.575
96,91.0,33.0,0.0,0.598,0.715
97,91.0,33.0,1.0,0.63,0.67
98,91.0,33.0,2.0,0.546,0.64
99,91.0,34.0,0.0,0.652,0.74
100,91.0,34.0,1.0,0.6,0.64
101,91.0,34.0,2.0,0.54,0.62
102,91.0,35.0,0.0,0.63,0.75
103,91.0,35.0,1.0,0.626,0.65
104,91.0,35.0,2.0,0.546,0.65
105,91.0,36.0,0.0,0.666,0.805
106,91.0,36.0,1.0,0.606,0.625
