,Run,Gen,PC,Score,Score4
0,91.0,1.0,0.0,0.546,0.61
1,91.0,1.0,1.0,0.646,0.735
2,91.0,1.0,2.0,0.646,0.7
3,91.0,2.0,0.0,0.568,0.635
4,91.0,2.0,1.0,0.66,0.735
5,91.0,2.0,2.0,0.612,0.675
6,91.0,3.0,0.0,0.574,0.695
7,91.0,3.0,1.0,0.67,0.725
8,91.0,3.0,2.0,0.606,0.705
9,91.0,4.0,0.0,0.58,0.715
10,91.0,4.0,1.0,0.68,0.725
11,91.0,4.0,2.0,0.584,0.7
12,91.0,5.0,0.0,0.612,0.78
13,91.0,5.0,1.0,0.664,0.7
14,91.0,5.0,2.0,0.604,0.72
15,91.0,6.0,0.0,0.622,0.83
16,91.0,6.0,1.0,0.658,0.68
17,91.0,6.0,2.0,0.586,0.715
18,91.0,7.0,0.0,0.64,0.84
19,91.0,7.0,1.0,0.64,0.63
20,91.0,7.0,2.0,0.6,0.74
21,91.0,8.0,0.0,0.64,0.87
22,91.0,8.0,1.0,0.628,0.605
23,91.0,8.0,2.0,0.608,0.73
24,91.0,9.0,0.0,0.648,0.905
25,91.0,9.0,1.0,0.636,0.61
26,91.0,9.0,2.0,0.612,0.75
27,91.0,10.0,0.0,0.672,0.92
28,91.0,10.0,1.0,0.648,0.635
29,91.0,10.0,2.0,0.62,0.72
30,91.0,11.0,0.0,0.69,0.94
31,91.0,11.0,1.0,0.666,0.66
32,91.0,11.0,2.0,0.606,0.7
33,91.0,12.0,0.0,0.706,0.945
34,91.0,12.0,1.0,0.666,0.64
35,91.0,12.0,2.0,0.61,0.695
36,91.0,13.0,0.0,0.726,0.97
37,91.0,13.0,1.0,0.646,0.62
38,91.0,13.0,2.0,0.598,0.685
39,91.0,14.0,0.0,0.766,0.98
40,91.0,14.0,1.0,0.622,0.6
41,91.0,14.0,2.0,0.59,0.695
42,91.0,15.0,0.0,0.806,0.99
43,91.0,15.0,1.0,0.618,0.615
44,91.0,15.0,2.0,0.574,0.655
45,91.0,16.0,0.0,0.816,0.99
46,91.0,16.0,1.0,0.592,0.59
47,91.0,16.0,2.0,0.58,0.655
48,91.0,17.0,0.0,0.828,0.99
49,91.0,17.0,1.0,0.584,0.61
50,91.0,17.0,2.0,0.576,0.65
51,91.0,18.0,0.0,0.828,0.99
52,91.0,18.0,1.0,0.576,0.65
53,91.0,18.0,2.0,0.576,0.65
54,91.0,19.0,0.0,0.84,0.995
55,91.0,19.0,1.0,0.576,0.655
56,91.0,19.0,2.0,0.576,0.655
57,91.0,20.0,0.0,0.856,0.995
58,91.0,20.0,1.0,0.556,0.66
59,91.0,20.0,2.0,0.564,0.66
60,91.0,21.0,0.0,0.852,0.995
61,91.0,21.0,1.0,0.548,0.665
62,91.0,21.0,2.0,0.568,0.66
63,91.0,22.0,0.0,0.842,0.995
64,91.0,22.0,1.0,0.546,0.685
65,91.0,22.0,2.0,0.57,0.685
66,91.0,23.0,0.0,0.842,0.995
67,91.0,23.0,1.0,0.53,0.66
68,91.0,23.0,2.0,0.566,0.68
69,91.0,24.0,0.0,0.846,0.995
70,91.0,24.0,1.0,0.526,0.68
71,91.0,24.0,2.0,0.554,0.675
72,91.0,25.0,0.0,0.848,0.99
73,91.0,25.0,1.0,0.52,0.68
74,91.0,25.0,2.0,0.552,0.66
75,91.0,26.0,0.0,0.86,0.99
76,91.0,26.0,1.0,0.512,0.685
77,91.0,26.0,2.0,0.54,0.65
78,91.0,27.0,0.0,0.86,0.99
79,91.0,27.0,1.0,0.508,0.77
80,91.0,27.0,2.0,0.544,0.65
81,91.0,28.0,0.0,0.862,0.985
82,91.0,28.0,1.0,0.502,0.785
83,91.0,28.0,2.0,0.558,0.645
84,91.0,29.0,0.0,0.852,0.995
85,91.0,29.0,1.0,0.512,0.815
86,91.0,29.0,2.0,0.556,0.63
87,91.0,30.0,0.0,0.828,0.995
88,91.0,30.0,1.0,0.54,0.855
89,91.0,30.0,2.0,0.548,0.63
90,91.0,31.0,0.0,0.828,0.995
91,91.0,31.0,1.0,0.54,0.875
92,91.0,31.0,2.0,0.548,0.62
93,91.0,32.0,0.0,0.822,0.995
94,91.0,32.0,1.0,0.534,0.88
95,91.0,32.0,2.0,0.546,0.625
96,91.0,33.0,0.0,0.83,0.995
97,91.0,33.0,1.0,0.53,0.89
98,91.0,33.0,2.0,0.554,0.65
99,91.0,34.0,0.0,0.83,1.0
100,91.0,34.0,1.0,0.53,0.9
